GrossAction,GrossAdventure,GrossAnimation,Gross Comedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
13868252.71,66884935.55,125069502.8,46401909.83,1319890.672,,48285937.02,19146849.02,45901156.83,,225983937,20599.97331,88343914.1,,3505696.598,27046573.51,97148220.54,138599895.3,57416315.8,265320412.2
14032497.07,34756714.45,75927105.69,33534393.4,1924941.075,,11755463.05,132804380.3,28569237.47,,274614071.6,27748.31349,81448684.65,,17163345.01,4234857.369,58223209.15,87982775.52,5924543.461,340000384.5
14126933.47,109539249.6,179980417,55559711.59,18049478.52,,128843992,20084210,13093047.45,,459018137.3,1411.076441,47276007.4,,40858304.64,14493909.5,14197296.66,102216547.4,27082334.13,294982205.1
14197296.66,9772468.977,151032010,24132364.37,2075643.922,,40649981.39,23783260.4,71578115.43,,327937078.7,28434.05504,26739462.09,,27138438.14,6445372.489,58303407.66,97674696.26,44487278.7,306162779.5
14381440.18,15966641.17,116789899.5,35128113.13,15351134.91,,5852163.276,7326227.821,293752.3402,,359707065,196788.0743,34575628.14,,52970431.23,33021519.33,28569237.47,104368219.4,12556347.34,359707065
14459366.68,26819134.62,252830058.3,47834619.53,69929852.9,,49152086.58,20234428.24,8205280.083,,3476038613,109326.3081,29905665.07,,1396309.678,9236298.43,8205280.083,112582768.9,15554665.01,862635709.2
14562637.27,86635673.45,149806436.9,7146914.639,485812.3798,,25905574.27,57408900.95,23712429.73,,,31759041.99,66424849.04,,122697.2004,26294807.76,2555596.644,106321631.2,23227520.2,3476038613
14973246.16,48618351.81,97040393.28,52423452.09,82941584.74,,32402140.25,33883035.78,84443897.05,,,61994.16372,27649164.92,,14279204.49,3976050.529,18003683.02,96544427.59,50999888.52,
15035078.51,36162939.35,195408671.4,24632682.48,62087639.32,,19528414.1,52198335.55,80375227.92,,,30361864.3,37728194.98,,34671489.98,3948335.171,12376119.22,116048743.6,31504446.41,
15059052.13,85980974.8,251368841.4,22743344.33,11360142.61,,58143094.38,207009343.9,68788567.52,,,15598.55164,52091798.19,,40712442.69,4831856.932,1319890.672,115897718.2,16391714.09,
15140013.31,48494785.28,155289692.2,10368961.76,12071627.82,,45935461.4,98996151.31,1319890.672,,,151804.4377,30145012.12,,43395485.44,21671565.09,15351134.91,129300317.7,27167197.45,
15228579.4,128843992,242470460.6,23309113.15,2852947.242,,9241786.554,31077152.6,146744812.8,,,67066265.35,45249284.45,,13554529.07,18385558.99,329867.125,178811793.4,27766.35776,
15351134.91,5852163.276,228577600.2,22764.28247,42085034.43,,40795514.44,9748243.123,14384428.06,,,18371071.84,88262807.91,,2954955.88,15562790.84,9059461.098,196911100.1,17314248.01,
15365978.58,10603971.4,143920768.3,21018082.27,20703804.36,,8913338.29,16985191.33,1127459.61,,,35347661.21,64325363.74,,319460.8435,14152462.29,22696814.46,117477621.4,29362635.38,
15452333.21,5351375.138,242910643.6,46622923.07,2421328.392,,20131780.56,34010095.39,22696814.46,,,24441796.71,85856192.49,,35722603.93,2075106.214,15228579.4,186287424.7,1246763.799,
15688030.1,8790104.228,108052727.9,35245114.13,44498087.08,,36474157.04,3136183.209,36519356.96,,,30203141.67,53679378.36,,852934.3423,37154313.29,42883580,163345231.4,1666867.733,
15783105.59,34909168.59,242158968.9,12303757.26,18385558.99,,146903207.5,99003143.81,21393778.92,,,11693510.54,31066215.18,,4304.206891,23906.74062,21393778.92,147199051.3,30048062.58,
16054125.41,23004854.73,159655949.4,6429634.103,32395061.02,,31624665.77,32340976.56,100241642.2,,,31359053.01,35570549.95,,6612538.924,7486568.725,6392034.558,147199051.3,35424986.24,
16391714.09,45935461.4,157117903.8,1028378.126,44078053.33,,54050601.03,778139.6162,23906.74062,,,2997429.577,34431585.73,,133972707.7,109794.1969,31552514.65,157330429,55559711.59,
16447125,86803147.54,111132653.7,44725611.57,482433.3848,,1155216.068,13406044.34,83085.66911,,,1050169.265,36997769.69,,56682121.8,43991360.68,168599539.8,294437078.2,26825834.41,
16535172.76,9241786.554,170894305.6,12975835.18,1902547.758,,33423619.93,16629261.77,67464758.88,,,27887953.65,47294427.17,,18592943.37,11053169.94,84912893.01,238136751.6,26015891.34,
16583093.18,188318268.2,109978971.1,150469.3703,14459366.68,,38767340.68,8357999.719,40045604.25,,,7503184.57,64274796.01,,34738464.85,358153.5941,32395061.02,212554148.2,20991014.51,
16632083.42,20131780.56,280313064,148504638.6,109794.1969,,82772.05357,22473602.86,77194356.44,,,6568924.473,135136396.6,,73141150.22,3139.96289,1730569.144,212554148.2,48366735.58,
16764478,41133293.42,98876940.02,3135530.559,21849965.56,,1574218.527,59318768.91,164320291.1,,,7767062.044,85986669.52,,2512587.734,26085.42973,151962669.8,240962757.2,7146914.639,
16899975.27,39385285.82,229211711.3,1230633.327,3261535.245,,193996.5264,88131401.17,29502723.77,,,49030010.57,67925726.23,,18569805.16,21849965.56,14459366.68,290166170.4,52423452.09,
17261141.52,18723887.54,97770305.73,7576362.054,24653568.88,,23013062.49,27068991.77,87872546.05,,,17318927.12,56418988.2,,22518244.12,5901200.356,76319.92659,501124020.7,9607461.249,
17318927.12,44981040.41,265875606.2,33941205.02,28302408.7,,26050133.46,37382707.42,8907200.186,,,9277340.557,39939284.21,,1147345.679,21540595.31,30833.18867,,35084339.57,
17375588.31,8717395.24,150838652.8,58740781.63,55104196.05,,4763993.447,28855934.8,126124927.3,,,39912500.38,43031230.77,,3411.108937,331091.7861,103111716.4,,27050570.46,
17555249.34,190202363.3,197101127.4,76277518.72,31216.15275,,1160029.583,29900816.58,32995404.58,,,46035681.21,44737830.57,,26688412.25,22891703.33,67464758.88,,103402878.5,
17647062.68,4271.175395,187022836.7,119679176.1,17746570.46,,18699349.15,125432.4484,56843257.41,,,20297034.04,63314337.34,,14381440.18,334772.0373,10839851.6,,8978872.42,
17838325.58,35204563.3,166746435.5,23809216.77,1518676.284,,20233828.34,62508124.25,3008793.449,,,25980269.48,51842552.58,,41279379.71,48265635.17,87872546.05,,31468234.54,
18003683.02,74145541.83,174131412.4,33898239.88,20559907.79,,22320708.66,86748.46667,57474085.97,,,20384378.47,51588001.06,,374444.3934,5983325.988,158303166.8,,49780627.21,
18080751.64,2140550.055,243327343.3,39933251.3,55716069.14,,21140058.11,33573395.11,381446.3678,,,28100723.11,53259854.01,,1181002.003,15058994.98,3757383.679,,21018082.27,
18126290.76,135384514.3,206990677.6,65550489.63,451576.8441,,57416315.8,14349053.66,34729565.16,,,17838325.58,80736929.46,,26242636.04,55716069.14,184120235.8,,10918984.38,
18136377.98,39848446.49,149948387.4,8437998.334,21479132.26,,5924543.461,22518244.12,53502744.64,,,47633552.6,74235823.29,,88868208.59,19850789.68,163241634.3,,1085370.184,
18217447.18,114557752.2,238868131.9,133120350.8,1159850.216,,70999383.85,45811435.98,116846822.8,,,12681362.34,75927105.69,,513586.9776,130482.5029,12597948.39,,106353829.4,
18385558.99,103842.495,222851946.2,94550092.8,23567275.16,,27082334.13,88868208.59,48790381.58,,,14817702.57,96960953.44,,30176834.14,29502723.77,2690349.376,,15688030.1,
18410194.82,6958597.633,214823261.5,10481192.48,10370365.18,,44487278.7,145443009.3,20901409.9,,,108393699.5,179980417,,17057002.5,10422585.75,11728794.58,,1008847.367,
18673295.84,28287506.1,332145462.9,50484406.03,6548377.321,,10833485.36,101707893.7,60140751.61,,,36819827.75,151032010,,21789788.84,23567275.16,27789262.09,,4756496.477,
19328393.77,84186763.66,225983937,10295336.42,19860758.21,,103842.495,3177250.028,19146849.02,,,58134413.91,55513545.05,,22628511.4,6543444.148,22320461.06,,5763419.146,
19336451.29,30910089.45,235655282.5,32894528.79,193583428.1,,31206.59548,118326980.1,132804380.3,,,101279807.1,95828206.41,,27702.7275,32995404.58,18456709.14,,1914579.159,
19339436.44,16391714.09,240525923.2,33032748.25,67728630.75,,6649233.326,51523331.73,23783260.4,,,59536339.32,117416551.7,,56171552.18,18630250.28,67861975.3,,43769019.45,
19580697.63,60793640.82,294437078.2,40900310.55,32995404.58,,15554665.01,155198237.1,85578499.01,,,21909358.03,70195162.49,,1096400.328,2072154.844,1107405.724,,1028378.126,
19705185.65,5138872.439,238497579.7,29231057.76,12869494.53,,8383590.338,86891481.41,57408900.95,,,59413387.22,76257287.98,,30361864.3,5014142.804,28483261.88,,7847214.961,
19930504.02,92942420.96,248971608.8,22971223.08,41488894.15,,50900930.47,620905.1168,33883035.78,,,25447736.24,149806436.9,,5679377.458,27972315.97,38679587.56,,27232677.68,
20131780.56,500668.8623,254934462.4,37813593.02,18893942.92,,39515454.11,58202959.44,260654199.7,,,24400997.82,86968440.38,,246321.731,34729565.16,22443600.19,,12852370.5,
20230228.44,16054125.41,365778546.7,2177112.514,5906498.148,,30910089.45,1469705.372,52198335.55,,,46378775.06,56417010.31,,741358.8062,15876263.09,23783260.4,,59004312.7,
20473620.36,4013531.353,376204664.1,27265775.74,48022500.65,,50999888.52,40724826.54,1552402.544,,,46610637.01,68857106.43,,15456971.96,53502744.64,6869914.388,,170242243.7,
20655092.04,30327196.43,264811448.1,7042267.598,2489408.1,,16391714.09,93898795.18,76011212.25,,,17810698.79,74593494.42,,31359053.01,4630412.462,241373419.7,,11641599.35,
20661893.2,76644883.68,280520178.4,21635468.47,27972315.97,,8998016.797,52579751.44,79550069.26,,,16637102.1,67736670.46,,115293096.2,21163207.79,85578499.01,,17261141.52,
20662671.45,47834619.53,336616451.7,2856435.173,1387901.873,,60793640.82,76101991.66,13534502.58,,,65330872.27,71973859.71,,17553400.76,2690349.376,29226880.94,,28852788.18,
20672016.82,9607461.249,358878551.1,5843929.863,1414885.299,,27167197.45,25062994.91,66020833.25,,,29018814.64,67593278.62,,10403287.13,89195.63127,19271501.67,,13276608.35,
20770697.29,27050570.46,462865859.7,52366101.82,239769.0109,,76769747.84,108393699.5,16985191.33,,,40592108.55,90203478.91,,156919715.4,27789262.09,23702521.03,,60007728.35,
20840769.15,24632682.48,398143886,13878913.53,18388749.79,,1246763.799,25904084.71,14927619.03,,,19587043.47,155289692.2,,35986823.94,15694725.23,40741790.11,,4826006.403,
20841390.16,23309113.15,327832246.3,15610104.53,95822594.69,,3589967.013,27971501.27,99003143.81,,,14973246.16,79409445.05,,24028565.14,79129125.04,92977377.84,,20124529.6,
20915033.34,46622923.07,306093699.4,3070222.268,89195.63127,,5138872.439,43169631.9,1712816.901,,,53452568.11,107433861,,20297034.04,15393436.14,260656.3196,,2003622.798,
21140058.11,90520021.06,418385799.5,106807512.3,9506470.831,,1666867.733,28640533.61,32340976.56,,,20580925.89,143920768.3,,68905269.74,25844591.09,38378966.93,,45268074.4,
21393778.92,106353829.4,344819465,8782508.331,6432848.171,,15664171.41,44321207.75,778139.6162,,,46416375.07,69491898.56,,41131479.2,1954386.357,80807474.57,,75396963.39,
21405500.55,15688030.1,367579465.5,19532761.01,5513410.268,,500668.8623,13599911.84,40979898.2,,,30021413.89,69491898.56,,25980269.48,7549109.186,158430.7742,,7215837.401,
21479132.26,64140789.22,384259238.6,45901156.83,42654043.66,,30048062.58,30012091.66,3505696.598,,,16251960.61,78743693.51,,14143333.59,36212191.4,9379810.668,,43044.80331,
21614624.93,107968103.3,376792019,12302908.5,251269.4629,,33534393.4,25333859.14,55981474.02,,,18828686.38,78933444.98,,47633552.6,18784778.03,359654.3363,,55668745.87,
21679350.07,114838.4463,561982453,28569237.47,16583093.18,,35424986.24,23748463.62,7909699.667,,,15081421.5,97824022.04,,26062960.63,9964486.489,23168078.21,,17372857.14,
21737426.4,1930317.46,503520493.4,45982036.8,4990064.912,,35904744.28,112250474.5,87600717.69,,,96167419.76,120790683.3,,9441448.117,22980777.54,51413337.77,,17099750.29,
21849965.56,4335645.046,693856074.5,293752.3402,18136377.98,,4013531.353,22434772.05,40712442.69,,,23518203.63,83371804.12,,4800192.904,4520996.98,1552402.544,,32455860.27,
21966271.46,1028378.126,1327286286,23712429.73,632414.3728,,26825834.41,15525618.02,8357999.719,,,39922555.54,131500866.9,,8422800.505,622316.2463,27176630.67,,4311039.895,
22126596.42,64270.66393,1464531857,7181387.07,5275167.819,,581267.0383,19944718.94,22473602.86,,,31015823.8,159982087.4,,108393699.5,20901409.9,76011212.25,,15059052.13,
22161275.87,14032497.07,3123442810,23806291.75,7588784.521,,20991014.51,38186513.63,59318768.91,,,30323131.47,175672891.2,,12113717.29,809442.0553,71116746.62,,26227680.28,
22320461.06,170242243.7,,8634470.458,59047531.42,,35084339.57,45384112.45,88131401.17,,,15820240.52,157607767.7,,59536339.32,28483261.88,57072797.47,,3397491.904,
22347183.51,74648864.8,,84443897.05,34617727.63,,27050570.46,65482464.32,7088196.336,,,19687971.03,116076351.1,,92414550.09,32531645.82,127907715,,70310366.68,
22696814.46,60007728.35,,10958366.09,69710.56614,,55210.55373,70380056.25,1077190.619,,,48299254.3,157825380.9,,45963602.63,2307683.241,34010095.39,,11706464.06,
22733486.27,148504638.6,,29222795.34,18126290.76,,22764.28247,204408780.2,109280631.2,,,12506297.68,162339702.5,,30012091.66,38679587.56,24887.87071,,65550489.63,
23004854.73,62096982.72,,135258005.3,2307683.241,,4580735.613,54231963.12,125432.4484,,,33983208.78,125027269.8,,16861202.45,1767782.645,15452333.21,,10402680.1,
23116728.88,16899975.27,,68788567.52,6255816.413,,8978872.42,29179937.48,18080751.64,,,13575544.77,145728970.3,,75530695.16,26507724.67,3531741.06,,30537487.72,
23168078.21,21405500.55,,14010.30184,1803647.204,,31468234.54,41668077.58,8544523.072,,,16353822.09,148844104.3,,12686503.59,77022824.45,60297885.61,,59764584.21,
23227520.2,33941205.02,,1319890.672,1767782.645,,49780627.21,88343914.1,19937960.37,,,17336201.43,149948387.4,,30398289.43,8314846.684,174684468.6,,1609051.467,
23346449.56,4311039.895,,3622552.543,11173616.42,,35245114.13,39624653.47,22518244.12,,,21048089.43,238868131.9,,29263136.77,60140751.61,15140013.31,,10787371.03,
23602258.58,4965.463255,,31272329.43,26507724.67,,105032474.7,73729580.5,6416184.477,,,44539624.63,131709211,,16251960.61,4943472.008,90566571.81,,86457.62063,
23809216.77,87545350.95,,18785405.29,8270369.152,,10918984.38,98429783.72,2580.617274,,,211263559.5,165241494.6,,131962262.3,54082308.5,59570010.28,,19705185.65,
23837283.26,33898239.88,,18049478.52,8314846.684,,1085370.184,73761856.19,69550779.37,,,33655915.41,225983937,,61521382.69,9485853.382,999636.9467,,3471947.99,
23847085.82,760363.625,,69929852.9,5872154.245,,20662671.45,18503743.03,14381440.18,,,25719841.52,188234732.7,,55531769.37,2304854.132,25923641.66,,43098763.83,
23855314.3,65550489.63,,3481587.545,54082308.5,,12232486.89,194559139.9,3929.02536,,,15074935.66,248971608.8,,30323131.47,1771077.795,3276095.765,,33475965.8,
24089244.61,133120350.8,,329867.125,1336750.13,,106353829.4,54746275.57,88868208.59,,,30852277.43,211401553.9,,26106459.23,6523.326035,852934.3423,,27133930.84,
24272901.63,10402680.1,,485812.3798,2304854.132,,164921.2244,30952619.59,203014.9152,,,47679622.61,187272377.3,,149900148.9,806475.0891,37382707.42,,65956263.12,
24632682.48,94550092.8,,9662262.426,31479536.2,,1008847.367,34575628.14,1232581.627,,,19120753.17,187272377.3,,12506297.68,20084210,6612538.924,,7042267.598,
24679690.18,59764584.21,,12071627.82,4074.754018,,107968103.3,140201995.7,18355.90662,,,27994520.37,230786553.8,,13575544.77,6015820.077,133972707.7,,44859445.31,
24877524.19,32894528.79,,106042.2251,38583745.81,,4756496.477,56087806.26,64678464.59,,,38569514.47,210970986.9,,52607809.84,6869914.388,7012131.439,,49862528.35,
25006034.62,579474.0629,,27046573.51,50845226.26,,19257897.8,178657882.5,20657.74494,,,29963174.75,254934462.4,,16353822.09,20234428.24,29900816.58,,11217945.03,
25453597.71,103929474.8,,21486917.46,20167387.71,,4335645.046,66424849.04,17057002.5,,,44802716.76,208951890,,88343914.1,58009289.97,23787.85454,,17593472.49,
25639188.89,157057926.2,,4234857.369,11825691.33,,1914579.159,85343598.89,125563.5314,,,33593201.76,231742751,,44539624.63,1273592.093,35379923.68,,914979.3616,
25668748.82,58223209.15,,24029215.67,6756731.254,,1028378.126,48580163.78,26816538.65,,,37318188.1,300271604.9,,20570557.05,4102587.852,18080751.64,,5843929.863,
25677560.74,58303407.66,,19626531.16,13868252.71,,64270.66393,94895588.17,7037.372969,,,24141576.72,418385799.5,,25719841.52,1016773.151,34738464.85,,440104.0751,
25719841.52,45901156.83,,24219229.9,21964861.76,,7847214.961,59522756.81,118326980.1,,,133127043.7,355068662.2,,15074935.66,28069187.15,1555364.44,,30396826.11,
25756171.67,24752199.77,,2852947.242,27132866.96,,12852370.5,37728194.98,1878196.245,,,29688892.19,376792019,,30852277.43,27193545.24,40408412.29,,44761055.47,
25905741.88,28569237.47,,49130665.6,62085114.52,,59004312.7,50397437.66,109326.3081,,,21777523.67,388497790.7,,110846853.3,92977377.84,33573395.11,,17560904.51,
26015891.34,13093047.45,,26294807.76,16956200.05,,12975835.18,52091798.19,31759041.99,,,26938906.75,564898064.5,,19120753.17,34569612.82,185763.3784,,106807512.3,
26050133.46,71578115.43,,100241642.2,64930.79464,,8691385.682,66510508.62,15598.55164,,,22835717.89,693856074.5,,27994520.37,3556775.625,9414715.088,,97148220.54,
26227680.28,8205280.083,,3976050.529,9910938.382,,28852788.18,140885486.6,49430.7116,,,27842771.16,629961711.7,,44397265.4,1302859.675,40605794.17,,58223209.15,
26242636.04,23806291.75,,16689683.83,845470.384,,13276608.35,82196658.54,307827.112,,,28733165.3,676539558.3,,37756776.92,4296325.933,68051191.71,,58303407.66,
26354887.05,135258005.3,,20703804.36,16764478,,150469.3703,28087388.5,20904043.65,,,19188233.77,802626000,,63647798.71,158340.8279,13266637.58,,2003251.203,
26507724.67,80375227.92,,37525280.13,4063590.114,,570524.6286,53923334.29,51523331.73,,,28462321.27,1260221544,,64041591.03,7225736.979,11682778.86,,45273531.12,
26660838.37,68788567.52,,21671565.09,15146126.48,,4826006.403,165452883.4,18371071.84,,,28135014.86,1327286286,,37318188.1,24055673.56,2580.617274,,16520832.45,
26819134.62,146744812.8,,168599539.8,444840.3366,,20124529.6,245248652.8,6864630.747,,,26745828.13,1464531857,,133127043.7,2149299.696,12603968.86,,45982036.8,
27050570.46,1127459.61,,214962.5337,207191.6015,,2003622.798,99201999.04,6568924.473,,,31368297.89,3123442810,,152832833.3,544899.2025,18355.90662,,8205280.083,
27068991.77,160918875,,14152462.29,2149299.696,,45268074.4,161362475.2,76101991.66,,,37095907.82,,,29688892.19,260656.3196,7705.586012,,40337835.92,
27132866.96,62087639.32,,44078053.33,27399370.21,,3135530.559,38399218.8,48424156.14,,,29288684.57,,,21777523.67,9820308.492,62605.22508,,14765928.54,
27133930.84,24219229.9,,23906.74062,64522.06756,,12460723.81,80509720.47,208406410.3,,,40914790.75,,,26938906.75,4633888.814,20657.74494,,22126596.42,
27148376.97,110437116.7,,27235692.04,38378966.93,,1230633.327,41140176.25,15968154.11,,,37849231.16,,,37367924.17,6507769.159,64114.35997,,43135052.06,
27265775.74,49130665.6,,7486568.725,20915033.34,,1340881.01,28353190.47,28100723.11,,,43615168.29,,,48101642.59,1906076.409,22628511.4,,18003683.02,
27399370.21,18541045.42,,256023.3577,4833248.784,,10629915.78,47584315.21,17838325.58,,,35469110.37,,,28868606.44,708233.4762,89655642.3,,12376119.22,
27705995.62,63333207.89,,23346449.56,2670782.406,,7215837.401,88262807.91,17731924.26,,,25795862.71,,,28733165.3,30292307.67,20599.97331,,29742641.27,
27789262.09,3976050.529,,205422.4304,20076596.89,,43044.80331,78221525.58,5556975.731,,,35801589.74,,,19188233.77,265106.8253,881993.0049,,1319890.672,
27972315.97,16689683.83,,3139.96289,166.4342316,,92408580.13,64325363.74,12681362.34,,,29974295.77,,,28462321.27,21843116.95,27572.51028,,11336717.17,
27999702.51,31552514.65,,3261535.245,1613528.301,,55668745.87,111726684,262091145.4,,,82114959.09,,,27705995.62,27176630.67,264681.0475,,90967669.64,
28070606.5,168599539.8,,5901200.356,16447125,,17372857.14,82114959.09,132396084,,,26821641.79,,,50397437.66,835939.5433,307827.112,,2075643.922,
28071674.16,37154313.29,,206830.7634,14141.5586,,17099750.29,65997100.78,108393699.5,,,83296953.62,,,31368297.89,3485886.54,5679377.458,,15351134.91,
28088599.34,151962669.8,,41659480.75,49438687.04,,58740781.63,40655656.42,36819827.75,,,55416713.72,,,51152672.26,49438687.04,151804.4377,,69929852.9,
28100723.11,103111716.4,,21540595.31,467366.2217,,32455860.27,43767699.64,6473961.782,,,40331341.8,,,63536216.53,113938.3782,67066265.35,,329867.125,
28287506.1,67464758.88,,17475131.01,122753.2357,,15059052.13,63500192.92,25904084.71,,,26473897.72,,,91333064.46,11328282.49,741358.8062,,485812.3798,
28302408.7,164320291.1,,22891703.33,130711.5097,,52519467,200657482,58134413.91,,,47225022.43,,,29288684.57,1896885.69,35347661.21,,160918875,
28792335.55,87872546.05,,40045604.25,2054579.206,,3397491.904,87590221.41,101279807.1,,,23353120.99,,,32826864.26,3093433.359,24441796.71,,9059461.098,
28852788.18,8907200.186,,48265635.17,4661622.26,,87545350.95,109975230.9,21909358.03,,,28908970.92,,,99201999.04,12338300.6,546903.7967,,82941584.74,
29040146.03,7414489.965,,5983325.988,12934536.43,,33898239.88,224845437.6,10899524.32,,,59669487.89,,,84784976.05,10691735.35,3523070.144,,62087639.32,
29226880.94,126124927.3,,15058994.98,17716754.1,,760363.625,47294427.17,135842130.8,,,46464237.93,,,75965237.5,6509453.111,63537472.71,,11360142.61,
29231057.76,32995404.58,,77194356.44,66376774.78,,39933251.3,39982128.7,46610637.01,,,35846401.72,,,35469110.37,21112023.63,1423026.222,,12071627.82,
29362635.38,158303166.8,,19850789.68,8763070.871,,8437998.334,49667636.77,18410194.82,,,78783484.99,,,25795862.71,106695132.5,7767062.044,,3044114.973,
29524849.53,5014142.804,,6121413.809,74993.06222,,42490125.87,66587707.75,112250474.5,,,103366692.3,,,41801180.27,74993.06222,35986823.94,,14493909.5,
29573603.26,3757383.679,,451576.8441,12249683.09,,10402680.1,58687130.4,22434772.05,,,36272893.02,,,36060520.36,12249683.09,49030010.57,,6445372.489,
29657930.7,56184383.56,,130482.5029,20840769.15,,121874506,47417221.42,14973246.16,,,33484036.7,,,28908970.92,14927619.03,17318927.12,,42883580,
29742641.27,163241634.3,,1159850.216,10956691.41,,30537487.72,102829296.3,54444010.51,,,36530287.07,,,25390896.28,29832295.44,154749027.6,,110437116.7,
29792008.03,27789262.09,,29502723.77,51810.56691,,59764584.21,62517824.89,45384112.45,,,63635298.71,,,114223971.2,76917.12332,191903309.3,,21393778.92,
29841217.6,1071017.34,,10422585.75,83210881.02,,1609051.467,141563103.8,90289138.52,,,37458038.26,,,59669487.89,11977422.62,76101991.66,,151205711.1,
29900816.58,42654043.66,,11609841.95,76917.12332,,50484406.03,54931818.06,204408780.2,,,49500476.69,,,59141906.75,75545.1251,26681602.55,,18541045.42,
30017995.03,10039480.84,,10370365.18,12795782.82,,144023747.6,61950356.33,23518203.63,,,61420853.24,,,59733698.83,7499957.496,208406410.3,,63333207.89,
30203141.67,116846822.8,,6548377.321,38004355.5,,10787371.03,51911950.28,16889879.79,,,43482163.52,,,78783484.99,5330885.499,68905269.74,,2421328.392,
30327196.43,48790381.58,,8907200.186,505829.393,,40900310.55,69542994.9,39922555.54,,,42482166.21,,,36272893.02,6979282.008,25980269.48,,31552514.65,
30344896.63,52502309.24,,7414489.965,15452333.21,,86457.62063,135136396.6,48299254.3,,,32386876.31,,,63635298.71,141830.0754,157648145.1,,44498087.08,
30396826.11,133219764,,23408.22019,32408059.59,,15365978.58,40570769.08,362946261.5,,,33341651.48,,,37458038.26,1324920.671,43847452.28,,18385558.99,
30436198.58,119883905,,126124927.3,70281998.53,,6586995.998,200937903.5,52607809.84,,,43706670.94,,,125179774.3,15582965.14,14817702.57,,84912893.01,
30537487.72,6255816.413,,6543444.148,1906928.011,,3471947.99,66067231.7,13543364.43,,,47668029.08,,,49500476.69,131350.5903,6473961.782,,32395061.02,
30747293.81,26507724.67,,18893942.92,2788168.182,,6386391.804,133580028.9,30118555.19,,,50940407.93,,,97066225.99,546929.9695,27148376.97,,1471022.705,
30777566.22,77022824.45,,18630250.28,392231.253,,103929474.8,69825867.9,51925230.98,,,53038717.43,,,37141012.24,15124190.33,13599911.84,,482433.3848,
30906784.29,44378404.32,,182466.3075,2061804.758,,467602.5923,142136350.4,54231963.12,,,31181889.5,,,42482166.21,20685.93182,59413387.22,,14459366.68,
31479536.2,9485853.382,,6686763.279,23602258.58,,5868828.559,37323913.83,29179937.48,,,36293968.91,,,57508695.67,21841814.19,65330872.27,,29464058.38,
31504446.41,19146849.02,,457663.9405,76350.24665,,28556323.66,181841836.5,88343914.1,,,75351687.32,,,134179393.5,14822220.87,18410194.82,,109794.1969,
31528359.77,15760636.6,,27972315.97,40858304.64,,33475965.8,54576483.03,44539624.63,,,57499295.49,,,68058183.72,3387462.509,14973246.16,,3971630.369,
31552514.65,185306573.4,,15876263.09,20230228.44,,27133930.84,203323072.4,33655915.41,,,48338093.09,,,50940407.93,9525664.945,53452568.11,,21849965.56,
31557568.51,132804380.3,,53502744.64,2781357.348,,65956263.12,124257795.9,25719841.52,,,48338093.09,,,48047770.78,20372546.68,54444010.51,,76319.92659,
31624665.77,20084210,,16016258.25,27138438.14,,7042267.598,56418988.2,73729580.5,,,85986669.52,,,48047770.78,13406044.34,29263136.77,,30833.18867,
31856878.09,23783260.4,,8634219.516,8173070.88,,18127817.79,56973002.62,17788411.57,,,73056122.79,,,90948138.35,1774529.549,96167419.76,,24653568.88,
32135518.77,6869914.388,,1414885.299,1396309.678,,49862528.35,66536707.84,98429783.72,,,99345882.15,,,56719432.74,63156336.42,31015823.8,,28302408.7,
32202660.51,241373419.7,,21163207.79,2954955.88,,1533048.058,108659240.8,73761856.19,,,32400553.22,,,36293968.91,13727126.12,22915165.94,,55104196.05,
32395061.02,85578499.01,,163241634.3,9862528.627,,11217945.03,154203856.6,33371836.62,,,59631356.93,,,48338093.09,11938614.05,26106459.23,,103111716.4,
32482776.97,57408900.95,,18388749.79,812854.4785,,17593472.49,79628028.68,75184507.82,,,50402475.77,,,48338093.09,140893.6294,33983208.78,,67464758.88,
32995404.58,92977377.84,,11728794.58,457956.7407,,914979.3616,63314337.34,63122562.07,,,69282577.39,,,32400553.22,4310027.07,51925230.98,,31216.15275,
33475965.8,33883035.78,,9506470.831,28152469.74,,2856435.173,78153579.63,38569514.47,,,57739055.61,,,59631356.93,899126.8841,41668077.58,,17746570.46,
33573395.11,260654199.7,,46633136.68,42633.2214,,52366101.82,65474380.5,44802716.76,,,39412744.24,,,186432636.5,106328093.4,23837283.26,,1518676.284,
33575307.31,52198335.55,,15694725.23,4667429.079,,54292915.81,68783038.25,37318188.1,,,65266507.76,,,166440735.7,39580449.97,211263559.5,,20559907.79,
33655915.41,36983309.2,,2405811.955,16146466.96,,440104.0751,66220681.5,140201995.7,,,56774168.66,,,36311180.08,14279204.49,138388755.5,,79835022.75,
33810361.12,23168078.21,,15393436.14,26576446.14,,15610104.53,48163266.21,133127043.7,,,43211621.38,,,69825867.9,3532877.734,67528653.3,,55716069.14,
33983208.78,207009343.9,,22743859.68,39645545.52,,44761055.47,63580655.78,29688892.19,,,52038548.84,,,56133453.96,5033607.612,39624653.47,,11163468.21,
34203923.95,96713650.52,,4990064.912,8542157.586,,3070222.268,60369841.81,66424849.04,,,52038548.84,,,57739055.61,36433765.18,58000583.95,,23700017.82,
