GrossAction,GrossAdventure,GrossAnimation,Gross Comedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
1107405.724,30747293.81,5398952.098,71755070.9,12624565.12,490849.8915,50977865.64,71755070.9,48593351.55,,20662671.45,24029215.67,5901200.356,8357999.719,92942420.96,13332540.92,92079257.25,13709528.06,3264967.095,4013531.353
1126514.247,159978461.1,128843992,47198924.5,51663789.45,935255.9118,48321854.3,83867364.98,66559219.62,,19257897.8,42883580,15058994.98,4159983.517,35424986.24,7804618.053,198783288.2,17475131.01,7282772.519,20662671.45
1319890.672,106268307.6,18723887.54,8886431.118,9823049.644,980347.2238,39065637.02,75544443.86,223976622.3,,1914579.159,18541045.42,6121413.809,28855934.8,26825834.41,57025917.41,57582064.09,6359119.798,71941766.48,114838.4463
1533048.058,27333153.13,4271.175395,84996741.53,22347183.51,782722.576,18004226.21,50214529.3,5319914.907,,59004312.7,100241642.2,10370365.18,15140306.26,20991014.51,57302877.26,8714273.886,13000829.74,8680892.288,1028378.126
1552402.544,55977497.59,74145541.83,17248069.26,9819511.271,2024224.992,156278085,116427520.1,28071674.16,,8691385.682,6392034.558,6686763.279,193264.4242,9607461.249,920876.761,71941766.48,1235083.494,48823019.52,17099750.29
1555364.44,126068266.7,135384514.3,39681702.62,60211186.29,8493920.208,22303394.17,27360617.05,8833628.038,,4826006.403,29464058.38,8634219.516,2580.617274,35084339.57,54134567.25,103683958.4,14761079.54,15632178.71,18127817.79
1609051.467,53498374.69,114557752.2,50214529.3,8943545.082,3341567.158,33810361.12,13332540.92,47198924.5,,12460723.81,11053169.94,36212191.4,53623.87136,10918984.38,45337206.57,2356009.747,44378404.32,11298094.98,17593472.49
1730569.144,20661893.2,47834619.53,55994897.67,48285937.02,2989255.555,40505699.55,86681473.98,23065.52429,,42490125.87,23346449.56,425618.1097,124982.4514,32538005.22,5378296.387,8886431.118,28088599.34,2356009.747,54292915.81
1732354.15,18255169.06,88334741.86,55710192.13,49152086.58,12824723.31,48593351.55,8892490.346,75544443.86,,15365978.58,3139.96289,5872154.245,118326980.1,1085370.184,4172882.602,84996741.53,3717889.965,47198924.5,17560904.51
1787360.27,142072952,148504638.6,8332305.181,25905574.27,5164092.226,66559219.62,24396202.06,50214529.3,,467602.5923,83085.66911,9279815.003,27748.31349,164921.2244,85235921.42,74211694.56,806475.0891,74211694.56,70585686.48
1930317.46,1374181.712,62096982.72,27360617.05,23847085.82,14563968.77,79906856.07,22161275.87,2664970.95,,18127817.79,67464758.88,23783260.4,8499282.342,5763419.146,578305.5383,55994897.67,509655.527,54150296.36,24752199.77
2019820.069,25756171.67,33941205.02,13332540.92,8790104.228,12851290.2,90894072.16,85630329.99,55710192.13,,70585686.48,650605.1259,38583745.81,4040629.552,7847214.961,34756714.45,55174183.94,1273592.093,15996747.61,18542.63261
2061804.758,17647062.68,33898239.88,86681473.98,23004854.73,14680945.6,64975601.69,115412132.3,116427520.1,,15831209.73,1518676.284,13741912.56,15598.55164,27232677.68,24890668.47,132213571.2,31115331.09,39681702.62,485812.3798
2356009.747,102931868,32894528.79,82730545.77,74202066.4,13154216.33,7282772.519,189648730.8,8892490.346,,3948335.171,77194356.44,3086529.597,155198237.1,11641599.35,82591688.15,13332540.92,28069187.15,75544443.86,24219229.9
2555596.644,96380023.63,23806291.75,40776014.18,17858880.11,81448684.65,71941766.48,19522931.63,19336451.29,,2075106.214,23700017.82,4102587.852,4522790.575,28852788.18,35059517.53,82730545.77,16764478,8712316.541,110437116.7
2997429.577,700433.6944,10958366.09,7804618.053,8913338.29,26739462.09,29750.35109,69054695.35,43294313.32,,5378561.21,10839851.6,19574101.14,620905.1168,7215837.401,12272338.12,25453597.71,207009343.9,25006034.62,4305232.35
3146800.242,30777566.22,135258005.3,5903398.058,36474157.04,14844747.94,8680892.288,787238.9569,115412132.3,,334772.0373,15019551.49,444840.3366,52579751.44,26227680.28,7572786.675,8892490.346,63187848.37,42286405.85,2075106.214
3264967.095,27699817.57,24219229.9,57025917.41,31624665.77,28775496.15,48823019.52,48603529.51,39338316.73,,12869494.53,41488894.15,1302859.675,25453650.94,11706464.06,20301621.22,43294313.32,15996756.03,55174183.94,26085.42973
3367186.172,18673295.84,168599539.8,56375063.69,43433252.18,30145012.12,15632178.71,34926964.87,189648730.8,,12507474.08,4258272.688,7240348.738,78811477.52,65550489.63,36162939.35,22161275.87,5330885.499,28792335.55,206830.7634
3730368.098,47711830.29,76319.92659,43294313.32,38767340.68,25939160.15,16597690.29,37661965.52,115426320.7,,52502309.24,3008793.449,158430.7742,48321684.7,121874506,40649981.39,40334498.57,3466405.834,24293108.5,334772.0373
3971630.369,66786404.85,8907200.186,22161275.87,193996.5264,28725749.05,11298094.98,34756714.45,6560494.876,,32085.46161,57474085.97,6507769.159,88343914.1,10295336.42,5852163.276,16632083.42,1023772.079,132213571.2,12326780.47
4063590.114,25639188.89,126124927.3,27386196.29,21614624.93,33650417.24,41114355.2,18239357.34,19522931.63,,44378404.32,22320461.06,16985191.33,34575628.14,86457.62063,9241786.554,64372333.51,445718.5519,40776014.18,7235869.455
4154340.817,85484982.98,133219764,58525038.05,21140058.11,35329825.32,23065.52429,109539249.6,19580697.63,,5178034.362,18456709.14,77499912.23,29905665.07,3471947.99,40795514.44,58525038.05,2142115.88,25453597.71,57474085.97
4522790.575,47731250.52,57408900.95,85630329.99,27082334.13,53909560.46,84996741.53,5398952.098,48603529.51,,78167751.32,5223523.192,29832295.44,66424849.04,43098763.83,31161087.52,3367186.172,2648925.626,14126933.47,4630412.462
4756496.477,32482776.97,80807474.57,2271116.864,39848446.49,78933444.98,54150296.36,53768346.12,34926964.87,,30292307.67,19785709.12,124737.8269,52091798.19,97612197.95,20131780.56,115412132.3,32162614.5,56375063.69,6588262.54
4763993.447,87531229.97,52198335.55,44762864.31,12556347.34,83371804.12,38173649.55,48494785.28,1126514.247,,52836537.99,16326379.52,3983845.67,88262807.91,11217945.03,33423619.93,42571255.05,5732689.18,40367515.38,32085.46161
5319914.907,124183385.5,207009343.9,62924151.43,27167197.45,86898142.7,17248069.26,128843992,22347183.51,,10760156.5,53839126.41,11336376.83,64325363.74,914979.3616,82772.05357,189648730.8,126610.3615,69209435.73,13741912.56
5510048.951,101767100.1,98996151.31,54134567.25,27766.35776,130749734.9,2474899.868,6754044.232,578305.5383,,16155760.62,85578499.01,20752.91037,47294427.17,17560904.51,44981040.41,6560494.876,38667504.69,856109.6797,78019122.78
5513410.268,32135518.77,34010095.39,189648730.8,46401909.83,153320522.7,15996747.61,18723887.54,34756714.45,,77499912.23,19271501.67,13406044.34,135136396.6,45273531.12,75434513.46,19580697.63,573062.996,30333426.76,52836537.99
5906498.148,50977865.64,778139.6162,6560494.876,1246763.799,,21930936.95,44981040.41,4709095.332,,1221116.984,158430.7742,38464.8002,85986669.52,16520832.45,22320708.66,43694821.04,18350774.58,40334498.57,10760156.5
5964355.284,63187604.88,3532877.734,69054695.35,5138872.439,,23855314.3,4271.175395,82591688.15,,9053969.613,9379810.668,5488218.972,39939284.21,40337835.92,49761745.62,8396977.545,14776875.65,1237685.236,75545.1251
6317798.442,48321854.3,8357999.719,32647102.34,1666867.733,,21642366.74,35204563.3,18239357.34,,1455928.068,359654.3363,5514945.154,43031230.77,14765928.54,70999383.85,34926964.87,6679702.864,44762864.31,76350.24665
6432848.171,36723974.24,59318768.91,4172882.602,30048062.58,,12406795,74145541.83,109539249.6,,2919241.572,23168078.21,8357999.719,63314337.34,22126596.42,19536278.72,31856878.09,174248.5507,3367186.172,6616615.513
6473961.782,88605881.84,88131401.17,48603529.51,35424986.24,,6751233.052,49761745.62,6317798.442,,4066851.271,51413337.77,9189058.331,65528356.12,43135052.06,36351705.26,44536480.12,17758.79186,12624565.12,4149422.572
6486398.112,33810361.12,37382707.42,34926964.87,55559711.59,,2664970.95,135384514.3,9772468.977,,13517650.03,76011212.25,1022402.614,124672373.9,1319890.672,39515454.11,32202660.51,21779.25479,62924151.43,10201662.38
6538773.838,48593351.55,6612538.924,1126514.247,26825834.41,,8712316.541,114557752.2,5398952.098,,110001924.7,122753.2357,88131401.17,53259854.01,329867.125,8998016.797,96287873.3,35435120.15,42571255.05,109280631.2
6538826.645,92079257.25,28855934.8,85235921.42,581267.0383,,25006034.62,103842.495,26819134.62,,79665.52485,13534502.58,28855934.8,80736929.46,82941584.74,60793640.82,66884935.55,519236.1067,51663789.45,43970143.97
6553361.644,223976622.3,14349053.66,578305.5383,48366735.58,,17016632.92,47834619.53,11576884.91,,813997.4379,134606.2927,152205.2073,74235823.29,3044114.973,46401909.83,24890668.47,141719.958,115426320.7,79665.52485
6958597.633,57582064.09,22518244.12,34756714.45,7146914.639,,42286405.85,12303757.26,20301621.22,,1038491.8,106695132.5,15140306.26,75927105.69,14493909.5,1246763.799,60211186.29,1897792.234,10046844.13,72973170.82
7042267.598,5319914.907,88868208.59,4709095.332,35084339.57,,55174183.94,90520021.06,43354779.97,,1330295.157,66020833.25,185763.3784,179980417,6445372.489,3589967.013,48618351.81,6694.022128,6538826.645,204661.2758
7146914.639,8714273.886,145443009.3,24890668.47,10368961.76,,125710882.1,6429634.103,48494785.28,,243090.0869,57072797.47,193264.4242,151032010,21393778.92,5138872.439,36162939.35,4797515.342,787238.9569,1038491.8
7248248.385,28071674.16,101707893.7,9819511.271,4580735.613,,15783105.59,88334741.86,11755463.05,,15616397.06,24887.87071,2580.617274,95828206.41,151205711.1,500668.8623,72357737.85,40724826.54,19580697.63,322190.8383
7282772.519,8833628.038,118326980.1,18239357.34,8978872.42,,28792335.55,3568338.69,40649981.39,,28826597.07,1756896.622,53623.87136,117416551.7,100241642.2,33534393.4,85980974.8,2464485.266,43694821.04,1677677.224
7588784.521,103683958.4,307827.112,12272338.12,21018082.27,,24293108.5,14032497.07,10603971.4,,17735968.42,40670954.18,3303232.779,149806436.9,2421328.392,4013531.353,53768346.12,8456802.832,8396977.545,1732354.15
7767062.044,71755070.9,51523331.73,5398952.098,105032474.7,,25794212.5,148504638.6,6754044.232,,6369751.982,20393114.69,124982.4514,139385319.7,84912893.01,35128113.13,4146736.031,2985912.84,9823049.644,17735968.42
7804618.053,2356009.747,155198237.1,26819134.62,10918984.38,,32594176.44,62096982.72,86803147.54,,3341567.158,40979898.2,80939.66076,155289692.2,1471022.705,20991014.51,10603971.4,2989255.555,205307741.3,19930504.02
8173070.88,47198924.5,58202959.44,36162939.35,1085370.184,,23335801.27,33941205.02,30436198.58,,19930504.02,13605.44649,24258257.15,131500866.9,482433.3848,52423452.09,34909168.59,47979054.59,46043623.68,22429312.83
8205280.083,41114355.2,35986823.94,53768346.12,164921.2244,,27360617.05,4965.463255,18723887.54,,105628163.6,3505696.598,118326980.1,175672891.2,14459366.68,55210.55373,76578406.7,29620305.34,31856878.09,53528888.4
8270369.152,83867364.98,6473961.782,128843992,4756496.477,,44794324.55,87545350.95,44981040.41,,160070881.4,164598.1698,27748.31349,102299711.3,21849965.56,22764.28247,31161087.52,19094022.49,22347183.51,20946881.61
8456802.832,74211694.56,27971501.27,12761249.4,5763419.146,,133564.3811,33898239.88,8717395.24,,8884122.828,17163345.01,8499282.342,157607767.7,83085.66911,35245114.13,188318268.2,28070606.5,44536480.12,105628163.6
8542157.586,21966271.46,13599911.84,8790104.228,1914579.159,,57025917.41,94550092.8,4271.175395,,120652440.9,40858304.64,4040629.552,162339702.5,24653568.88,32538005.22,41133293.42,65482464.32,66884935.55,160070881.4
8564084.507,75544443.86,112250474.5,6754044.232,43769019.45,,8064532.045,32894528.79,35204563.3,,44783800.17,1348626.069,40009322.61,149948387.4,55104196.05,4756496.477,39385285.82,46367218.3,24890668.47,120652440.9
8714273.886,23855314.3,70380056.25,76578406.7,11641599.35,,24396202.06,22971223.08,74145541.83,,30222756.69,31723169.66,15598.55164,225983937,15019551.49,19257897.8,13443029,12851290.2,9819511.271,30222756.69
8790104.228,50214529.3,88343914.1,6272284.631,17261141.52,,57302877.26,2856435.173,135384514.3,,84736709.11,162116.4352,259629.3205,230786553.8,19860758.21,1028378.126,4763993.447,37445605.25,61077125.88,80167485.92
8943545.082,55994897.67,18503743.03,58143094.38,28852788.18,,56375063.69,8782508.331,6958597.633,,93850916.18,122697.2004,236191.6613,300271604.9,4258272.688,60007728.35,18699349.15,12275206.03,60211186.29,36749538.69
8978872.42,125710882.1,194559139.9,45935461.4,13276608.35,,69209435.73,28569237.47,28287506.1,,66942924.17,34671489.98,243090.0869,418385799.5,2489408.1,150469.3703,36389831.88,54245064,11576884.91,93850916.18
9414715.088,15783105.59,34575628.14,40795514.44,2003622.798,,7568573.822,71578115.43,84186763.66,,35966738.72,44454049.49,155198237.1,355068662.2,12597948.39,570524.6286,35204563.3,83483192.44,8943545.082,14680945.6
9437233.807,116427520.1,140201995.7,31161087.52,45268074.4,,856109.6797,23712429.73,50999888.52,,21240563.06,25923641.66,4522790.575,376792019,89195.63127,3135530.559,5924543.461,52393883.27,48618351.81,86375169.27
9506470.831,132213571.2,178657882.5,30436198.58,75396963.39,,30333426.76,23806291.75,31504446.41,,52625746.77,40712442.69,31349161.47,388497790.7,7369337.187,12460723.81,49761745.62,30952619.59,85980974.8,52625746.77
9772468.977,27360617.05,66424849.04,36474157.04,43044.80331,,27386196.29,10958366.09,39743214.78,,32394122.98,43395485.44,620905.1168,564898064.5,81225669.45,7576362.054,135384514.3,140201995.7,4146736.031,88053074.06
9910938.382,13332540.92,85343598.89,31624665.77,32455860.27,,920876.761,135258005.3,60793640.82,,37968656.77,13554529.07,29040146.03,693856074.5,5275167.819,76277518.72,114557752.2,38758592.87,48285937.02,88546147.63
10046844.13,86681473.98,59522756.81,18723887.54,15059052.13,,1237685.236,80375227.92,16054125.41,,126439249.7,6427702.022,1574776.054,676539558.3,622316.2463,144023747.6,15554665.01,73971736.6,11755463.05,91333064.46
10127221.49,82730545.77,50397437.66,43433252.18,26227680.28,,3367186.172,68788567.52,35128113.13,,149198845.6,114564.1703,52579751.44,802626000,6255816.413,10295336.42,23227520.2,82196658.54,40649981.39,108878421.7
10368961.76,40776014.18,52091798.19,33423619.93,65550489.63,,12624565.12,18049478.52,9607461.249,,34176234.49,35722603.93,3683917.949,1260221544,8314846.684,33032748.25,6486398.112,24272901.63,10603971.4,126439249.7
10603971.4,171539432.5,53923334.29,15035078.51,133120350.8,,12631590.02,146744812.8,24632682.48,,61799884.5,37382707.42,4309222.808,1464531857,16326379.52,6586995.998,31504446.41,69117905.53,49152086.58,149198845.6
10787371.03,25453597.71,165452883.4,7789590.31,30537487.72,,42571255.05,1127459.61,23309113.15,,46164986.67,56682121.8,37132975.95,3123442810,4074.754018,5868828.559,92942420.96,29638953,25905574.27,59733698.83
10918984.38,8892490.346,161362475.2,21614624.93,10295336.42,,51663789.45,19626531.16,12303757.26,,83505951.7,7248248.385,37138570.01,,62085114.52,28556323.66,30327196.43,53790082.46,5351375.138,81122022.2
10956691.41,19336451.29,28353190.47,15684386.12,10787371.03,,54134567.25,24219229.9,90520021.06,,66587707.75,34738464.85,13796235.84,,9914995.828,65956263.12,76644883.68,55235671.26,10127221.49,179980417
11053169.94,24396202.06,78221525.58,36389831.88,86457.62063,,57435545.29,100241642.2,32538005.22,,39230549.11,1555364.44,3001591.59,,16956200.05,21635468.47,47834619.53,66587707.75,23847085.82,136634761.9
11163468.21,40367515.38,64325363.74,4271.175395,15365978.58,,45337206.57,37525280.13,15688030.1,,53491140.15,9414715.088,12824723.31,,53839126.41,13878913.53,103402878.5,81749656.64,76578406.7,118768269.1
11173616.42,69209435.73,111726684,35204563.3,19705185.65,,34085189.52,168599539.8,1930317.46,,74197456.46,18569805.16,69502318.05,,9910938.382,15610104.53,12232486.89,47417221.42,23004854.73,118768269.1
11356132.71,856109.6797,65997100.78,74145541.83,43098763.83,,32647102.34,14152462.29,4335645.046,,59163630.41,19937960.37,5164092.226,,23702521.03,3070222.268,106353829.4,45632843.64,74202066.4,125606357.7
11360142.61,16632083.42,63500192.92,39123565.78,27265775.74,,5378296.387,27235692.04,88334741.86,,61330167.81,103062.3279,25453650.94,,444840.3366,17560904.51,64140789.22,69542994.9,17858880.11,109184513.8
11576884.91,85630329.99,200657482,49761745.62,33475965.8,,8396977.545,5901200.356,3568338.69,,72072546.69,53623.87136,24731939.1,,27399370.21,14945700.34,107968103.3,69553915.36,8913338.29,145868162.7
11583645.71,44762864.31,87590221.41,135384514.3,27133930.84,,46043623.68,103111716.4,12852370.5,,158851171.8,759428.7577,41867654.34,,6237113.531,24752199.77,7847214.961,110267760.9,41133293.42,89247041.51
11641599.35,62924151.43,224845437.6,39848446.49,7042267.598,,31856878.09,5983325.988,62096982.72,,94171165.67,41279379.71,22551802.1,,33215503.42,16520832.45,14032497.07,37323913.83,31624665.77,74167399.17
11642121.98,115412132.3,141563103.8,19536278.72,11217945.03,,19079027.73,29502723.77,17372857.14,,82881729.18,3303232.779,32755795.19,,20076596.89,45982036.8,170242243.7,44000427.48,39385285.82,93615610.19
11682778.86,189648730.8,135136396.6,114557752.2,914979.3616,,44536480.12,8907200.186,33941205.02,,86968440.38,47420.81842,44321207.75,,51413337.77,293752.3402,16899975.27,48163266.21,38767340.68,121922248.6
11706464.06,57435545.29,133580028.9,31206.59548,440104.0751,,34756714.45,126124927.3,119679176.1,,95108386.92,374444.3934,78811477.52,,355948.8453,2286251.331,11583645.71,59873354.24,15035078.51,272664390.4
11755463.05,3730368.098,69825867.9,6649233.326,30396826.11,,82591688.15,32995404.58,4965.463255,,125727057.4,1181002.003,39958417.6,,3485886.54,51342479.18,92408580.13,153842201.1,1574218.527,130578002.5
12376119.22,115426320.7,181841836.5,50900930.47,44761055.47,,18239357.34,56843257.41,87545350.95,,101403338.8,3929.02536,193047688.9,,34423993.59,15831209.73,119679176.1,158851171.8,193996.5264,203887392.7
12556347.34,19522931.63,203323072.4,36351705.26,106807512.3,,1161026.994,11728794.58,33898239.88,,120790683.3,1611.296746,15012819.74,,13534502.58,14010.30184,4311039.895,83754721.13,23013062.49,137304943.4
12597948.39,6538826.645,108659240.8,84186763.66,45273531.12,,35059517.53,1071017.34,144023747.6,,83371804.12,513586.9776,25845866.15,,2219900.363,21308064.67,26227680.28,82881729.18,26050133.46,193021315.8
12624565.12,787238.9569,154203856.6,39515454.11,45982036.8,,12272338.12,16589.87212,29231057.76,,272664390.4,1232581.627,16880843,,4661622.26,3622552.543,11706464.06,118768269.1,4763993.447,153320522.7
12795782.82,205307741.3,63314337.34,30910089.45,40337835.92,,15966641.17,116846822.8,28556323.66,,144094473.4,1117470.032,13450351.61,,66376774.78,18785405.29,121874506,118768269.1,75434513.46,263990854
12852370.5,34926964.87,65474380.5,6486398.112,2555596.644,,7572786.675,19339436.44,49862528.35,,203887392.7,1871853.955,38526860.15,,71116746.62,18049478.52,1609051.467,77207877.97,21614624.93,254069095.9
13093047.45,1126514.247,63580655.78,16391714.09,22126596.42,,4233677.691,48790381.58,97612197.95,,193021315.8,26816538.65,14563968.77,,30344896.63,34578392.38,3471947.99,84776129.81,18699349.15,206028592.2
13276608.35,37661965.52,181982653.9,8998016.797,43135052.06,,20301621.22,13000829.74,5843929.863,,161698680.1,20761.25016,11071158.79,,38004355.5,3481587.545,44859445.31,99185382.23,22320708.66,228236149.6
13443029,96287873.3,181982653.9,60793640.82,18003683.02,,8943545.082,1235083.494,30396826.11,,165241494.6,114115.2325,30060279.97,,3531741.06,266521.3446,157057926.2,96754741.36,21140058.11,235430035.6
13599911.84,578305.5383,181982653.9,27766.35776,23806291.75,,43354779.97,133219764,58223209.15,,154809699.5,83799.20521,24537482.54,,20685.93182,22696814.46,106807512.3,109725768.9,2140550.055,322482101.8
