GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
,,,105318.9988,,,105318.9988,,,,,,,,,,,,,,
,,,,,,9048289.127,,,,,,,,,,,,,,
,,,9053969.613,,,9053969.613,,,,9053969.613,,9053969.613,9053969.613,,,,,,,
20230228.44,,,,20230228.44,,20230228.44,,,,,,,,,,,,20230228.44,,
,,,,,,140893.6294,,,,,,,,,140893.6294,,,,,
,,,,,,,,,,,162116.4352,,,,,,,162116.4352,,
,,,2781357.348,2781357.348,,2781357.348,,,,,,,,,,,,2781357.348,,
90566571.81,90566571.81,,,,,,,,,,,,,,,90566571.81,,90566571.81,,
,6616615.513,,,,,6616615.513,,,,,,,,,,,,,6616615.513,
,,,,27138438.14,,27138438.14,,,,,,,,27138438.14,,,,27138438.14,,
,,,,,,4149422.572,,,,,,,,,,,,,4149422.572,
,,,,,,,,,,,,,,52970431.23,,,,52970431.23,,
,,,,,,3259521.037,,,,,,,,,,,,,,
8173070.88,,,,8173070.88,,8173070.88,,,,,,,,,,,,,,
,,,,,,4310027.07,,,,,,,,,4310027.07,,,,,
,,,18396107.94,,,18396107.94,,,,,,,,,,,,,,
59570010.28,59570010.28,,,,,,,,,,,,,,,59570010.28,,59570010.28,,
,,,899126.8841,,,,,,,,,,,,899126.8841,,,,,
,,,,,,2648925.626,,,,,,,,,,,2648925.626,,,
,,,,,,583659.3845,,,,,,,,,,,,,,
,,,80184702.35,,,,,,,,,,,,,,,,,
,,,,1396309.678,,1396309.678,,,,,,,,1396309.678,,,,1396309.678,,
,,,106328093.4,,,106328093.4,,,,,,,,,106328093.4,,,,,
,,,39580449.97,,,39580449.97,,,,,,,,,39580449.97,,,,,
,,,,,,999636.9467,,,,,,,,,,999636.9467,,999636.9467,,
,,,,,,32162614.5,,,,,,,,,,,32162614.5,,,
,,,38464.8002,,,38464.8002,,,,,,38464.8002,,,,,,,,
,,,,,,1393196.091,,,,,,,,,,,,1393196.091,,
,,,,,,1455928.068,,,,1455928.068,,,,,,,,,,
,,,,,,62829676.14,,,,,,62829676.14,62829676.14,,,,,,,
,,,,,,2919241.572,,,,2919241.572,,,,,,,,,,
,,,,,,122697.2004,,,,,122697.2004,,,122697.2004,,,,122697.2004,,
,,,,,,21482980.31,,,,,,,,,,,,,,
,87600717.69,,,,,87600717.69,,87600717.69,,,,,,,,,,,,
,,,14279204.49,,,,,,,,,,,14279204.49,14279204.49,,,,,
,,,16955669.15,,,,,,,,,,,,,,,,,
,,,,,,84609077.19,,,,,,,,,,,,,,
,,,,,,509592.47,,,,,,,,,,,,,,
,9960600.027,,9960600.027,,,,,,,,,,,,,,,,,
,,,,,,,,,,,34671489.98,,,34671489.98,,,,,,
,,,294238.2598,,,294238.2598,,,,,,,,,,,,,,
,,,,,,13950809.37,,,,,,,,,,,,,,
,,,6851057.75,,,,,,,,,,,,,,,,,
,44454049.49,,,,,,,,,,44454049.49,,,,,,,44454049.49,,
,,,5488218.972,,,5488218.972,,,,,,5488218.972,,,,,,,,
,,,,,,,,,,,25923641.66,,,,,25923641.66,,25923641.66,,
,,,,,,3276095.765,,,,,,,,,,3276095.765,,,,
,,,,,,,,40712442.69,,,40712442.69,,,40712442.69,,,,40712442.69,,
,,3532877.734,3532877.734,,,3532877.734,,,,,,,,,3532877.734,,,,,
,,,,,,,,,,,43395485.44,,,43395485.44,,,,43395485.44,,
,,,5514945.154,,,,,,,,,5514945.154,,,,,,,,
,,,,,,759973.2598,,,,,,,,,,,,759973.2598,,
8928.888316,8928.888316,,,,,,,,,,,,,,,,,,,
,,,,,,5033607.612,,,,,,,,,5033607.612,,,,,
,,,36433765.18,,,36433765.18,,,,,,,,,36433765.18,,,,,
5510048.951,,,,,,5510048.951,,,,,,,,,,,,,,
,,,,,,,,,,,13554529.07,,,13554529.07,,,,,,
,,,6427702.022,,,,,,,,6427702.022,,,,,,,6427702.022,,
,,8357999.719,8357999.719,,,,8357999.719,8357999.719,,,,,8357999.719,,,,,,,
,,,14885189.34,,,,,,,,,,,,,,,,,
,,,2954955.88,2954955.88,,2954955.88,,,,,,,,2954955.88,,,,2954955.88,,
,,,2346396.322,,,2346396.322,,,,,,,,,2346396.322,,,,,
,,,,,,,,,,,114564.1703,,,,,,,,,
,,,,,,2368196.056,,,,,,,,,,,,2368196.056,,
,319460.8435,,,,,319460.8435,,,,,,,,319460.8435,,,,,,
,,,5732689.18,,,5732689.18,,,,,,,,,5732689.18,,5732689.18,,,
20473620.36,,,,,,,,,,,,,,,,,,20473620.36,,
124626.752,,,124626.752,,,,,,,,,,,,124626.752,,,,,
,,,,,,9189058.331,,,,,,9189058.331,,,,,,,,
,22473602.86,,22473602.86,,,22473602.86,22473602.86,22473602.86,,,,,,,,,,,,
,,,,,,4066851.271,,,,4066851.271,,,,,,,,,,
,,,,,,8388365.309,,,,,,,,,,,,8388365.309,,
,,,58180.09268,,,58180.09268,,,,,,,,,,,,,,
,,,,,,22627.14636,,,,,,,,,,,,,,
,,,,,,35722603.93,,,,,35722603.93,,,35722603.93,,,,35722603.93,,
,,,,,,852934.3423,,,,,,,,852934.3423,,852934.3423,,,,
,,,9862528.627,9862528.627,,,,,,,,,,,,,,,,
,,,,,,1022402.614,,,,,,1022402.614,,,,,,,,
,59318768.91,59318768.91,59318768.91,,,,59318768.91,59318768.91,,,,,,,,,,,,
,,,,,,4304.206891,,,,,,,,4304.206891,4304.206891,,,4304.206891,,
,,,126065.9199,,,126065.9199,,,,,,,,,,,,,,
,88131401.17,88131401.17,88131401.17,,,,88131401.17,88131401.17,,,,88131401.17,,,,,,,,
,,,,,,1258710.548,,,,,,,,,1258710.548,,,,,
,,,7088196.336,,,,,7088196.336,,,,,,,7088196.336,,,,,
,,,,812854.4785,,812854.4785,,,,,,,,,,,,,,
,,,114126.5693,,,114126.5693,,,,,,,,,,,,,,
27068991.77,,,27068991.77,,,,27068991.77,,,,,,,,,,,,,
,,,457956.7407,457956.7407,,,,,,,,,,,457956.7407,,,,,
,,,4159983.517,,,4159983.517,,,,,,4159983.517,4159983.517,,,,,,,
,,,1671622.242,,,1671622.242,,,,,,,,,,,,,,
,,,,28152469.74,,28152469.74,,,,,,,,,28152469.74,,,28152469.74,,
,,,,,,147585.0412,,,,,,,,,,,,,,
,,,27957883.65,,,27957883.65,,,,,,,,,27957883.65,,,,,
,,,265700.9597,,,,,,,,,,,,265700.9597,,,,,
,,37382707.42,37382707.42,,,,37382707.42,,,,37382707.42,,,,,37382707.42,,,,
,,,42633.2214,42633.2214,,42633.2214,,,,,,,,,,,,,,
,,,,,,10201662.38,,,,,,,,,,,,,10201662.38,
,1077190.619,,,,,,,1077190.619,,,,,,,,,,,,
,,6612538.924,,,,6612538.924,,,,,,,,6612538.924,,6612538.924,,6612538.924,,
,,,4667429.079,4667429.079,,,,,,,,,,,,,,,,
,,,,,,388276.0488,,,,,,,,,,,,,,
,133972707.7,,,,,,,,,,,,,133972707.7,,133972707.7,,,,
109280631.2,,,,,,109280631.2,,109280631.2,,,,,,,,,,,109280631.2,
,,,,16146466.96,,,,,,,,,,,,,,16146466.96,,
,,,57919937.95,,,57919937.95,,,,,,,,,,,,,,
,56682121.8,,,,,,,,,,56682121.8,,,56682121.8,,,,,,
,,,26576446.14,26576446.14,,,,,,,,,,,26576446.14,,,,,
,,,16771573.28,,,,,,,,,,,,16771573.28,,,,,
,,,96033.10417,,,,,,,,,,,,96033.10417,,,,,
39645545.52,,,,39645545.52,,39645545.52,,,,,,,,,,,,39645545.52,,
,28855934.8,28855934.8,28855934.8,,,,28855934.8,,,,,,28855934.8,,,,,,,
,7012131.439,,7012131.439,,,7012131.439,,,,,,,,,7012131.439,7012131.439,,,,
29900816.58,29900816.58,,29900816.58,,,,29900816.58,,,,,,,,29900816.58,29900816.58,,,,
,,,,,29997.68062,,,,,,,,,,,,,,,
,,,,,,1870556.86,,,,,,,,,,,,1870556.86,,
8542157.586,,,,8542157.586,,8542157.586,,,,,,,,,,,,8542157.586,,
,,,,,,4143388.183,,,,,,,,,4143388.183,,,,,
125432.4484,,,,125432.4484,,125432.4484,125432.4484,125432.4484,,,,,,,,,,,,
,,,,,,5674.075231,,,,,,,,,,,,,,
,,,,,,13517650.03,,,,13517650.03,,,,,,,,,,
,,,,110001924.7,,110001924.7,,,,110001924.7,,,,,110001924.7,,,,,
,,,,,,43970143.97,,,,,,,,,,,,,43970143.97,
,,,,,,21371535.4,,,,,,,,,,,,,,
7248248.385,,,,,,,,,,,7248248.385,,,,,,,7248248.385,,
,,,1650200.999,,,1650200.999,,,,,,,,,,,,,,
,,,126610.3615,,,126610.3615,,,,,,,,,,,126610.3615,,,
,,,,,112290.991,,,,,,,,,,,,,,,
,,,,,,23787.85454,,,,,,,,,,23787.85454,,23787.85454,,
,,,,,,77081475.11,,,,,,,,,77081475.11,,,,,
,,,,5004120.207,,5004120.207,,,,,,,,,5004120.207,,,5004120.207,,
,,,597006.6118,,,,,,,,,,,,,,,,,
,,,38667504.69,,,,,,,,,,,,,,38667504.69,,,
,,,,,,53323274.55,,,,,,,,,53323274.55,,,,,
,,,,,,79665.52485,,,,79665.52485,,,,,,,,,79665.52485,
27909.01564,,,,27909.01564,,27909.01564,,,,,,,,,,,,,,
,,,62508124.25,,,,62508124.25,,,,,,,,,,,,,
,6482713.917,,,,,6482713.917,,,,,,,,,,,,,,
35379923.68,35379923.68,,,,,,,,,,,,,,,35379923.68,,35379923.68,,
18080751.64,18080751.64,,,,,,,18080751.64,,,,,,,,18080751.64,,,,
,,,,,,25147243.2,,,,,,,,,,,,25147243.2,,
,,,,,,2478163.739,,,,,,,,,,,,,,
,,,17324109.17,,,17324109.17,,,,,,,,,17324109.17,,,,,
,,,,,,15435151.9,,,,,,,,,15435151.9,,,,,
,,,,18592943.37,,18592943.37,,,,,,,,18592943.37,,,,,,
,,,39303575.48,,,39303575.48,,,,,,,,,,,,,,
,,,,,,,,,,,34738464.85,,,34738464.85,,34738464.85,,,,
,,,152205.2073,,,,,,,,,152205.2073,,,,,,,,
2019820.069,,,,,,,,,,,,,,,,,,,,
,,,,48394435.98,,48394435.98,,,,,,,,,,,,,,
26354887.05,,,,26354887.05,,,,,,,,,,,,,,26354887.05,,
,,,212724.0109,,,,,,,,,,,,,,,,,
,,,,15140306.26,,15140306.26,,,,,,,15140306.26,,15140306.26,,,,,
1555364.44,,,1555364.44,,,,,,,,1555364.44,,,,,1555364.44,,,,
,,,86748.46667,,,86748.46667,86748.46667,,,,,,,,,,,,,
,,,15570612.76,,,15570612.76,,,,,,,,,15570612.76,,,,,
,,,,,,11212.06242,,,,,,,,,11212.06242,,,,,
,,,,,,143164.4073,,,,,,,,,,,,,,
6538773.838,6538773.838,,,,,6538773.838,,,,,,,,,,,,,,
,40408412.29,,40408412.29,,,,,,,,,,,,,40408412.29,,,,
,,,,,,147941.9223,,,,,,,,,,,,,,
33573395.11,33573395.11,,,,,,33573395.11,,,,,,,,,33573395.11,,,,
,,,573062.996,,,,,,,,,,,,,,573062.996,,,
185763.3784,185763.3784,,185763.3784,,,185763.3784,,,,,,185763.3784,,,,185763.3784,,,,
72973170.82,,,,,,72973170.82,,,,,,,,,,,,,72973170.82,
,,,8544523.072,,,,,8544523.072,,,,,,,8544523.072,,,,,
,,,18350774.58,,,18350774.58,,,,,,,,,18350774.58,,18350774.58,,,
,,,443099.1897,,,,,,,,,,,,443099.1897,,,,,
9414715.088,,,,9414715.088,,,,,,,9414715.088,,,,,9414715.088,,9414715.088,,
,,,,,,4325393.167,,,,,,,,,,,,,,
,,,,,111371.917,,,,,,,,,,,,,,,
,,,17925675.8,,,,,,,,,,,,,,,,,
,,,21479361.42,,,,,,,,,,,,,,,,,
40605794.17,,,,,,,,,,,,,,,,40605794.17,,40605794.17,,
,,,,,,17195010.12,,,,,,,,,,,,,,
,,,,,,73141150.22,,,,,,,,73141150.22,,,,73141150.22,,
,,,,,196319.0955,,,,,,,,,,,,,,,
,,,,2512587.734,,2512587.734,,,,,,,,2512587.734,,,,2512587.734,,
,,,,,,17659874.55,,,,,,,,,,,,,,
,18569805.16,,,,,18569805.16,,,,,18569805.16,,,18569805.16,,,,18569805.16,,
,,,19937960.37,,,,,19937960.37,,,19937960.37,,,,,,,,,
,14349053.66,14349053.66,14349053.66,,,,14349053.66,,,,,,,,,,,,,
54853365.57,54853365.57,,54853365.57,,,,,,,,,,,,,,,54853365.57,,
,,,31671652.36,,,,,,,,,,,,,,,,,
,,,,,,725471.4755,,,,,,,,,725471.4755,,,,,
,,,,178826.9572,,178826.9572,,,,,,,,,178826.9572,,,178826.9572,,
,,,,10967561.59,,10967561.59,,,,,,,,,,,,10967561.59,,
,,,3024032.359,,,3024032.359,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,68051191.71,,68051191.71,,
48855137.23,,,,,,,,,,,,,,,,,,48855137.23,,
,,,18653368.93,,,18653368.93,,,,,,,,,18653368.93,,,,,
,,,7781381.822,,,7781381.822,,,,,,,,,,,,,,
,,,10391006.04,,,,,,,,,,,,10391006.04,,,,,
760132.2417,,,760132.2417,,,,,,,,,,,,,,,760132.2417,,
,,,3686653.844,,,3686653.844,,,,,,,,,,,,,,
,,,,,,193264.4242,,,,,,,193264.4242,,,,,,,
,,,13789992.59,,,,,,,,,,,,,,,,,
,,,359327.8251,359327.8251,,359327.8251,,,,,,,,,,,,,,
,13266637.58,,,,,13266637.58,,,,,,,,,,13266637.58,,,,
,,22518244.12,,,,,22518244.12,22518244.12,,,,,,22518244.12,,,,,,
,,,6416184.477,,,6416184.477,,6416184.477,,,,,,,6416184.477,,,,,
,,,8105969.467,,,8105969.467,,,,,,,,,,,,,,
20655092.04,,,,20655092.04,,20655092.04,,,,,,,,,,,,20655092.04,,
45811435.98,,,45811435.98,45811435.98,,,45811435.98,,,,,,,,,,,,,
5600.951045,,,,5600.951045,,5600.951045,,,,,,,,,,,,,,
,,,,,,14776875.65,,,,,,,,,,,14776875.65,,,
,,,,,,58930.86168,,,,,,,,,,,,,,
,,,,,,1147345.679,,,,,,,,1147345.679,,,,1147345.679,,
11682778.86,,,,11682778.86,,,,,,,,,,,,11682778.86,,11682778.86,,
,,,,,,3411.108937,,,,,,,,3411.108937,,,,,,
,,,,,,239367.8102,,,,,,,,,,,,,,
,,,,3417.106573,,3417.106573,,,,,,,,,,,,,,
,,,554696.5534,554696.5534,,554696.5534,,,,,,,,,,,,,,
43199015.7,,,,43199015.7,,,,,,,,,,,,,,43199015.7,,
,,,,3011209.094,,3011209.094,,,,,,,,,,,,3011209.094,,
,,,,,,445339.8787,,,,,,,,,,,,,,
,,,,,,,,,,,103062.3279,,,,,,,103062.3279,,
,,,,,,523026.1265,,,,,,,,,523026.1265,,,,,
,,,2580.617274,,,,,2580.617274,,,,,2580.617274,,,2580.617274,,,,
,,,53623.87136,,,,,,,,53623.87136,,53623.87136,,,,,,,
,,,,26688412.25,,26688412.25,,,,,,,,26688412.25,,,,26688412.25,,
,,,69550779.37,,,69550779.37,,69550779.37,,,,,,,69550779.37,,,,,
,,,965.4639187,,,965.4639187,,,,,,,,,,,,,,
14381440.18,,,,,,14381440.18,,14381440.18,,,,,,14381440.18,,,,14381440.18,,
,,,5302624.149,,,,,,,,,,,,,,,,,
,,,,759428.7577,,759428.7577,,,,,759428.7577,,,,,,,759428.7577,,
,,,,,,,,,,,41279379.71,,,41279379.71,,,,,,
,,,,,,3178165.418,,,,,,,,,,,,,,
,,,1553535.682,,,1553535.682,,,,,,,,,,,,,,
,,,,,,162039.8489,,,,,,,,,,,,,,
,,,2846815.377,2846815.377,,,,,,,,,,,2846815.377,,,2846815.377,,
,,,7082734.599,,,7082734.599,,,,,,,,,7082734.599,,,,,
,,,,3303232.779,,,,,,,3303232.779,3303232.779,,,,,,3303232.779,,
,,,,705174.7312,,705174.7312,,,,,,,,,,,,705174.7312,,
,,,,,,1871719.511,,,,,,,,,,,,,,
,,,12603968.86,,,,,,,,,,,,,12603968.86,,,,
,47420.81842,,47420.81842,,,,,,,,47420.81842,,,,,,,,,
,,,115024.504,,,115024.504,,,,,,,,,,,,,,
,,,4087731.092,,,,,,,,,,,,,,,,,
,,,374444.3934,,,,,,,,374444.3934,,,374444.3934,,,,,,
,,,124982.4514,,,,,,,,,,124982.4514,,124982.4514,,,,,
,,,,,,84214409.37,,,,,,,,,,,,,,
,,,4483962.996,,,,,,,,,,,,,,,,,
9437233.807,,,9437233.807,,,,,,,,,,,,9437233.807,,,,,
,,,,,,1181002.003,,,,,1181002.003,,,1181002.003,,,,1181002.003,,
,,,,,,204661.2758,,,,,,,,,,,,,204661.2758,
,,,,,,,,3929.02536,,,3929.02536,,,,,,,,,
,,,,,,19930.11839,,,,,,,,,,,,,,
,,,,,813997.4379,,,,,813997.4379,,,,,,,,,,
,62845035.61,,,62845035.61,,62845035.61,,,,,,,,,,,,,,62845035.61
,,,21505932.14,21505932.14,,,,,,,,,,,,,,,,
,,,,,,1038491.8,,,,1038491.8,,,,,,,,,1038491.8,
,,,,,,4514793.567,,,,,,,,,,,,,,
,,,,,,7094366.804,,,,,,,,,7094366.804,,,,,
,,,5150059.362,,,,,,,,,,,,5150059.362,,,,,
26242636.04,,,,26242636.04,,26242636.04,,,,,,,,26242636.04,,,,26242636.04,,
,,88868208.59,88868208.59,,,,88868208.59,88868208.59,,,,,,88868208.59,,,,,,
,,,161640.5666,,,,,,,,,,,,,,,,,
,,,1611.296746,,,,,,,,1611.296746,,,,,,,,,
,,,58972821.6,,,,,,,,,,,,58972821.6,,,,,
,,,234736.2548,,,,,,,,,,,,234736.2548,,,,,
,,,80939.66076,,,,,,,,,80939.66076,,,,,,,,
,,,203014.9152,,,,,203014.9152,,,,,,,,,,,,
,,,,,,,,,,,513586.9776,,,513586.9776,,,,,,
,,,6679702.864,,,,,,,,,,,,,,6679702.864,,,
,,,,58808508.84,,,,,,,,,,,,,,58808508.84,,
,,,23349168.58,23349168.58,,,,,,,,,,,,,,23349168.58,,
,,,,,,557627.5138,,,,,,,,,,,,,,
,,,39598477.25,,,,,,,,,,,,,,,,,
145443009.3,145443009.3,145443009.3,145443009.3,,,,145443009.3,,,,,,,,,,,,,
,,,,,,455659.3607,,,,,,,,,,,,,,
,,,31648.44294,31648.44294,,,,,,,,,,,,,,,,
,,,30345315.39,,,,,,,,,,,,30345315.39,,,,,
,,,108714.2708,,,,,,,,,,,,,,,,,
,,,,,,1232581.627,,1232581.627,,,1232581.627,,,,,,,1232581.627,,
,,,,395617.357,,395617.357,,,,,,,,,,,,,,
,,,,,,,,,,,,,,30176834.14,,,,30176834.14,,
,,,9180.282242,,9180.282242,,,,,,,,,,,,,,,
22733486.27,,,,,,22733486.27,,,,,,,,,,,,22733486.27,,
18355.90662,,,18355.90662,,,,,18355.90662,,,,,,,,18355.90662,,,,
,,,,,,14884724.48,,,,,,,,,14884724.48,,,,,
,,,24111873.17,24111873.17,,,,,,,,,,,,,,,,
,,,22150545.35,,,22150545.35,,,,,,,,,,,,,,
,,,25833.20059,,,,,,,,,,,,,,,,,
,,,,,26798.0994,,,,,,,,,,,,,,,
,,,,,,5097843.177,,,,,,,,,,,,,,
,,,64678464.59,,,,,64678464.59,,,,,,,64678464.59,,,,,
,,,,,,,,,,,1117470.032,,,,,,,,,
,,,1871853.955,,,1871853.955,,,,,1871853.955,,,,,,,,,
20672016.82,,,,20672016.82,,20672016.82,,,,,,,,,20672016.82,,,20672016.82,,
869.8493056,,,,,,869.8493056,,,,,,,,,,,,,,
,,,7705.586012,,,7705.586012,,,,,,,,,,7705.586012,,,,
,,,,12086.2002,,12086.2002,,,,,,,,,,,,12086.2002,,
,1452000.659,,,,,,,,,,,,,,,,,,,
,,,,10015651.88,,10015651.88,,,,,,,,,,,,,,
,,,,,,24258257.15,,,,,,24258257.15,,,24258257.15,,,,,
,,,,,,,,,,,,,,,,62605.22508,,62605.22508,,
,,,63947836.44,,,63947836.44,,,,,,,,,63947836.44,,,,,
,,,,,,97586.14065,,,,,,,,,97586.14065,,,,,
,,,,,,8478345.69,,,,,,,,,,,,,,
,,,8515798.274,,,8515798.274,,,,,,,,,,,,,,
,,,,,,20657.74494,,20657.74494,,,,,,,,20657.74494,,,,
,,,,,,7131243.295,,,,,,,,,,,,,,
,,,,5888329.847,,5888329.847,,,,,,,,,5888329.847,,,5888329.847,,
,,,4564569.5,,,4564569.5,,,,,,,,,,,,,,
,,,,,,17057002.5,,17057002.5,,,,,,17057002.5,,,,17057002.5,,
,,,125563.5314,,,125563.5314,,125563.5314,,,,,,,125563.5314,,,,,
,,,,,,,,26816538.65,,,26816538.65,,,,,,,26816538.65,,
,,,,,,6526323.018,,,,,,,,,,,,,,
,,,,,4544088.205,,,,,,,,,,,,,,,
,,,,,174248.5507,,,,,,,,,,,,174248.5507,,,
,,,19568848.09,,,,,,,,,,,,,,,,,
,,,,,,15679.48319,,,,,,,,,,,,,,
,,,,24339552.13,,24339552.13,,,,,,,,,,,,24339552.13,,
,,,2940415.568,,2940415.568,,,,,,,,,,,,,,,
,,,,,1330295.157,,,,,1330295.157,,,,,,,,,,
,,,,,,13151966.35,,,,,,,,,,,,,,
,,,,,,889142.8286,,,,,,,,,,,,,,
,,,,20761.25016,,20761.25016,,,,,20761.25016,,,,,,,20761.25016,,
,,,21826.43781,,,,,,,,,,,,,,,,,
,,,,,,887066.8033,,,,,,,,,,,,,,
,,,,,,64114.35997,,,,,,,,,,64114.35997,,,,
102476.7781,,,,,,102476.7781,,,,,,,,,,,,,,
,,,,,,211077.2945,,,,,,,,,,,,211077.2945,,
,,,369248.576,,,369248.576,,,,,,,,,369248.576,,,,,
,,,,,,63994.65966,,,,,,,,,,,,,,
,,,7037.372969,,,,,7037.372969,,,,,,,,,,7037.372969,,
,,,1077715.726,,,1077715.726,,,,,,,,,,,,,,
,,,690362.4643,,690362.4643,,,,,,,,,,,,,,,
,,,,,102983.7493,,,,,,,,,,,,,,,
,,,,,,1277565.518,,,,,,,,,1277565.518,,,,,
,,,,,,,,,,,114115.2325,,,,,,,,,
,,,,7742.095606,,7742.095606,,,,,,,,,,,,7742.095606,,
,,,,,,20133.5427,,,,,,,,,,,,,,
25905741.88,,,,25905741.88,,25905741.88,,,,,,,,,,,,25905741.88,,
,,,,322190.8383,322190.8383,,,,,,,,,,,,,,322190.8383,
,,,,269480.7858,,269480.7858,,,,,,,,,,,,269480.7858,,
,101707893.7,101707893.7,101707893.7,,,,101707893.7,,,,,,,,,,,,,
,,,704133.2654,,,704133.2654,,,,,,,,,,,,,,
,,,21789788.84,21789788.84,,,,,,,,,,21789788.84,,,,,,
,,,605274.5801,,,,,,,,,,,,605274.5801,,,,,
,,,,,,509918.6485,,,,,,,,,509918.6485,,,,,
,300434.5399,,,,300434.5399,300434.5399,,,,,,,,,,,,,,
,,,,,,,,,,,,,,22628511.4,,22628511.4,,22628511.4,,
,,,,,,,,,,,83799.20521,,,,,,,,,
,,,,,,3177250.028,3177250.028,,,,,,,,,,,,,
,,,,,,627555.7356,,,,,,,,,,,,,,
,,,,,,89655642.3,,,,,,,,,,89655642.3,,89655642.3,,
,,118326980.1,,,,,118326980.1,118326980.1,,,,,118326980.1,,118326980.1,,,,,
,,,,,,20599.97331,,,,,20599.97331,,,,,20599.97331,,,,
,,,5795342.012,5795342.012,,,,,,,,,,,,,,5795342.012,,
,,,,,,,,,,,,,,27702.7275,,,,27702.7275,,
,,,,,1677677.224,,,,,,,,,,,,,,1677677.224,
,,,,,,17758.79186,,,,,,,,,,,17758.79186,,,
,,,,,,474716.1235,,,,,,,,,,,,474716.1235,,
,,,630221.4856,,,630221.4856,,,,,,,,,,,,,,
,,,,,,1878196.245,,1878196.245,,,,,,,,,,,,
,,,881993.0049,,,,,,,,,,,,,881993.0049,,,,
,,,,39221288.57,,39221288.57,,,,,,,,,,,,39221288.57,,
,,,4484747.595,4484747.595,,,,,,,,,,,,,,4484747.595,,
,,,,56171552.18,,56171552.18,,,,,,,,56171552.18,,,,56171552.18,,
242920.5654,,,,242920.5654,,242920.5654,,,,,,,,,,,,,,
,,,,,2427.442429,,,,,,,,,,,,,,,
,,,22385430.5,,,22385430.5,,,,,,,,,,,,,,
,,,36664.84481,,,,,,,,,,,,,,,,,
,,,27748.31349,,,,,,,,27748.31349,,27748.31349,,,,,,,
,,,14141.10688,,,,,,,,,,,,,,,,,
,,,37463.66905,,,,,,,,,,,,37463.66905,,,,,
,,,,,,1515637.61,,,,,,,,,1515637.61,,,,,
,,,1411.076441,,,,,,,,1411.076441,,,,,,,,,
,,,61995.64483,,,,,,,,,,,,,,,,,
,,,,,,4591558.005,,,,,,,,,,,,,,
,,,8499282.342,,,8499282.342,,,,,,,8499282.342,,8499282.342,,,,,
,,,,28434.05504,,,,,,,28434.05504,,,,,,,28434.05504,,
35409719.66,,,35409719.66,35409719.66,,,,,,,,,,,,,,,,
,,,54017.90608,54017.90608,,,,,,,,,,,,,,54017.90608,,
,,,10064390.58,,,,,,,,,,,,,,,,,
21779.25479,,,,,21779.25479,,,,,,,,,,,,21779.25479,,,
,,,,,,35435120.15,,,,,,,,,,,35435120.15,,,
,,,,,,196788.0743,,,,,196788.0743,,,,,,,,,
,,,519236.1067,,,,,,,,,,,,519236.1067,,519236.1067,,,
,,,109326.3081,,,,,109326.3081,,,109326.3081,,,,,,,,,
,,,191882.2731,,,191882.2731,,,,,,,,,,,,,,
,,,,,,23064476.12,,,,,,,,,,,,,,
,,,,,,61436.91738,,,,,,,,,61436.91738,,,,,
,,,,,23198.60102,,,,,,,,,,,,,,,
,,,,,141719.958,,,,,,,,,,,,141719.958,,,
,,,,,160376.4649,,,,,,,,,,,,,,,
,,,4040629.552,,,,,,,,,,4040629.552,,,,,,,
,,,,,,,,,,,,,,,,27572.51028,,,,
,,,,329035.2309,,329035.2309,,,,,,,,,,,,329035.2309,,
,,,17674846.87,,,,,,,,,,,,17674846.87,,,,,
,,,,,,4823313.655,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2535.553603,,
,,,14625701.95,14625701.95,,,,,,,,,,,,,,14625701.95,,
,,,40009322.61,,,40009322.61,,,,,,40009322.61,,,,,,,,
,,,,,,264681.0475,,,,,,,,,,264681.0475,,264681.0475,,
,,,,,1897792.234,,,,,,,,,,,,1897792.234,,,
,,,405780.5023,,,,,,,,,,,,405780.5023,,,,,
,,,,1096400.328,,1096400.328,,,,,,,,1096400.328,,,,,,
,,,,506202.1933,,506202.1933,,,,,,,,,506202.1933,,,,,
,,,,,,6694.022128,,,,,,,,,,,6694.022128,,,
,,,,1340.364187,1340.364187,,,,,,,,,,,,,,,
,,,,,,51673.80958,,,,,,,,,,,,51673.80958,,
,,,31759041.99,,,,,31759041.99,,,31759041.99,,,,31759041.99,,,,,
,5042.541051,,,,5042.541051,,,,,,,,,,,,,,,
,,,,,6018.344006,,,,,,,,,,,,,,,
,,,61994.16372,61994.16372,,61994.16372,,,,,61994.16372,,,,,,,61994.16372,,
,,,,,,,,,,,30361864.3,,,30361864.3,,,,,,
,,,,,,82662.38338,,,,,,,,,,,,,,
,,,,2367098.487,,2367098.487,,,,,,,,,,,,,,2367098.487
,,,,,117907.5134,,,,,,,,,,,,,,,
,,,15598.55164,,,,,15598.55164,,,15598.55164,,15598.55164,,,,,,,
,,,,,,49430.7116,,49430.7116,,,,,,,,,,,,
,,,259629.3205,,,,,,,,,259629.3205,,,,,,,,
,,,472145.6879,,,472145.6879,,,,,,,,,472145.6879,,,,,
,,,3306080.536,,,3306080.536,,,,,,,,,,,,,,
