BudgetAction,BudgetAdventure,BudgetAnimation,Budget Comedy,BudgetCrime,BudgetDocumentary,BudgetDrama,BudgetFamily,BudgetFantasy,BudgetFilm-Noir,BudgetHistory,BudgetHorror,BudgetMusic,BudgetMusical,BudgetMystery,BudgetRomance,BudgetSci-Fi,BudgetSport,BudgetThriller,BudgetWar,BudgetWestern
51368590.01,,,,,,,,,,,,,,51368590.01,,,,51368590.01,,
139422636,139422636,,,,,,,139422636,,,,,,,,,,,,
139422636,139422636,,,,,,,139422636,,,,,,,,,,,,
,,,38035016.09,,,,,,,,,,38035016.09,,38035016.09,,,,,38035016.09
,,,,,,,,,,,32485830.43,,,,,,,32485830.43,,
96989570.55,96989570.55,,96989570.55,,,,,,,,,,,,96989570.55,,,96989570.55,,96989570.55
,,,,61800677.58,,61800677.58,,,,,,,,,,,,61800677.58,,
,,,18381523.96,,,,,18381523.96,,,,,,,18381523.96,,,,,
,,,28840316.21,,,28840316.21,,,,,,,,,,,,,,
,,,39678847.77,,,,39678847.77,,,,,,,,,,,,,
,,,,,,,,,,,4972899.628,,,4972899.628,,,,4972899.628,,
28614117.65,28614117.65,,28614117.65,,,,28614117.65,28614117.65,,,,,,,,28614117.65,,,,
,,,,,,68495135.69,,,,,,,,68495135.69,,,,68495135.69,,
,,,,,,,,10261581.3,,,10261581.3,,,,,,,10261581.3,,
,,,28732427.64,,,28732427.64,,,,28732427.64,,,,,,,,,,
,138531347.6,138531347.6,138531347.6,,,,138531347.6,138531347.6,,,,,,,,138531347.6,,,,
,138531347.6,138531347.6,138531347.6,,,,138531347.6,138531347.6,,,,,,,,138531347.6,,,,
,138531347.6,138531347.6,138531347.6,,,,138531347.6,138531347.6,,,,,,,,138531347.6,,,,
90046169.26,,,,90046169.26,,,,,,,,,,90046169.26,,,,90046169.26,,
,1912966.292,,,,,,,,,,1912966.292,,,,,1912966.292,,,,
,,81435267.86,81435267.86,,,,81435267.86,81435267.86,,,,,,,,81435267.86,,,,
,,,53038629.28,,,,,,,,,,,,,,,,,
,,,,,,2007685.958,,,,,2007685.958,,,,,,,2007685.958,,
35310685.25,,,,35310685.25,,,,,,,,,,,,,,35310685.25,,
,,,,,,115025766.5,,,,115025766.5,,,,,,,115025766.5,,,
,,,14737857.74,,,14737857.74,,,,,,,,,,,,,,
26484167.43,,,,26484167.43,,26484167.43,,,,,,,,,,,,26484167.43,,
,50408290.16,,,,,,,50408290.16,,,,,,,,,,,,
,50408290.16,,,,,,,50408290.16,,,,,,,,,,,,
,,,31631026.47,,,,,,,,,,,,,,,,,
,20281854.57,,20281854.57,,,,20281854.57,,,,,,,,,,,,,
,20281854.57,,20281854.57,,,,20281854.57,,,,,,,,,,,,,
,,,,78303142.17,,,,,,,,,,78303142.17,,,,78303142.17,,
,,,22307621.76,,,22307621.76,,,,,,,,,22307621.76,,,,,
,,,,17555249.34,,17555249.34,,,,,,,,,,,,,,
,,,,,,,,93387690.57,,,,,,93387690.57,93387690.57,93387690.57,,93387690.57,,
,,,,,,44764417.18,,,,,,,,,44764417.18,,,,,
,,,,53038629.28,,53038629.28,,,,,,,,53038629.28,,,,53038629.28,,
,,,,,,49243485.92,,,,49243485.92,,,,,,,,,,
,,,,,,29303614.46,,,,,,,29303614.46,,29303614.46,,,,,
,,,81127418.28,,,,,,,,,,,,81127418.28,,,,,
,46693845.29,,46693845.29,46693845.29,,,,,,,,,,,46693845.29,,,,,
,,,,83691371.1,,83691371.1,,,,,,,,,,,,83691371.1,,
,,,41094872.01,,,,,,,,,,,,41094872.01,,,,,
,,,,,,29233173.08,,,,,,,,,29233173.08,,,29233173.08,,
,,,12712400.37,12712400.37,,,,,,,,,,,,,,,,
,,30657983.19,30657983.19,,,,,30657983.19,,,,,30657983.19,,,,,,,
,,,,,,5745354.331,,,,,,,,,5745354.331,,,,,
,,,90374361.36,,,90374361.36,,,,,,,,,90374361.36,,,,,
64230633.8,64230633.8,,,,,,,,,,,,,,,,,64230633.8,,
,,,,17577607.29,,,,,,,,,,,,,,17577607.29,,
37746693.66,,,,,,37746693.66,,37746693.66,,,,,,,,,,,,
,,,,,,,,,,,2675687.569,,,,,,,,,
,,,,,,51502382.21,,,,,,51502382.21,,,,,,,,
,134293251.5,134293251.5,,,,,134293251.5,134293251.5,,,,,134293251.5,,,,,,134293251.5,
82400903.44,,,82400903.44,,,,82400903.44,82400903.44,,,,,,,,,,,,
35110498.69,,,,35110498.69,,35110498.69,,,,,,,,35110498.69,,,,35110498.69,,
67812267.66,67812267.66,,,,,,,,,,,,,,,,,67812267.66,,
,,,,,,90263832.66,,,,,,,,,,,,90263832.66,,
72995198.08,,,,72995198.08,,72995198.08,,,,,,,,,,,,72995198.08,,
,,,,,,2353741.935,,,,,,,,,,,,,,
153923719.5,153923719.5,,,,,,,,,,,,,,,,,153923719.5,,
112877394.3,112877394.3,,,,,112877394.3,,,,,,,,,,,,112877394.3,,
,,,30213664.6,,,,,,,,,,,,,30213664.6,,,,
,,,,,,37360983.1,,,,,,,,,,,37360983.1,,,
,104450306.7,104450306.7,,,,104450306.7,104450306.7,104450306.7,,,,,104450306.7,,,,,,,
38626786.66,,,,38626786.66,,38626786.66,,,,,,,,,,,,38626786.66,,
,,,60322420.63,,,,,,,,,,,,60322420.63,,,,,
,,,,,,36051667.55,,,,36051667.55,,,,,,,36051667.55,,,
,,,41200451.72,,,,,41200451.72,,,,,,,,,,,,
,,,33898257.84,33898257.84,,,,,,,,,,,,,,,,
,,,,,,8525876.354,,,,,,8525876.354,,,8525876.354,,,,,
,,,,2334692.264,,2334692.264,,,,,,,,,,,,,,
129943321.7,129943321.7,,129943321.7,129943321.7,,,,,,,,,,,,,,129943321.7,,
,,,,,,,,5136859.001,,,5136859.001,,,,,,,,,
,,,15178928.05,,,,,15178928.05,,,15178928.05,,,,,,,15178928.05,,
,,,17595736.47,,,17595736.47,,,,,,,,,,,,,,
,48656975.19,,48656975.19,,,,48656975.19,,,,,,48656975.19,,,,,,,
,,,40563709.14,,,40563709.14,,,,,,,,,,,,,,
,,,,48676450.97,,48676450.97,,,,,,,,,,,,48676450.97,,
,,,,,,69890804.6,69890804.6,,,,,,69890804.6,,,,,,,
87910843.37,87910843.37,,,,,,,,,,,,,,,,,87910843.37,,
,,,,,,,,24419678.71,,,24419678.71,,,,,24419678.71,,,,
,,,18361556.33,,,,,,,,,,,18361556.33,,,,,,
,,,,,,,,,,,3178100.091,,,3178100.091,,,,,,
,,,,,,,,,,,3344609.461,,,3344609.461,,,,3344609.461,,
56505449.02,,,,56505449.02,,,,,,,,,,,,,,56505449.02,,
,,,,,,22307621.76,22307621.76,,,,,22307621.76,,,22307621.76,,,,,
,,,,,,29086975.43,,,,,,,,,29086975.43,,,,,29086975.43
,,,,61049196.79,,61049196.79,,,,,,,,,,,,,,
,,,21187333.94,21187333.94,,21187333.94,,,,,,,,,,,,,,
105770819.7,105770819.7,,,105770819.7,,,,,,,,,,,,,,105770819.7,,
,68119765.27,68119765.27,68119765.27,,,,68119765.27,68119765.27,,,,,,,,,,,,
,,,61345959.83,61345959.83,,,,,,,,,,,61345959.83,,,61345959.83,,
121231152.6,,,,121231152.6,,,,,,,,,,,,121231152.6,,121231152.6,,
,,,27042472.76,,,27042472.76,,,,,,27042472.76,,,27042472.76,,,,,
,,,27031652.89,,,,,,,,,,,,27031652.89,,,,,
,,,,,,13173867.76,,,,,,,,,,,,,,
,,,,,,22477310.39,,,,,,,,,22477310.39,,,,,
,203342313.1,203342313.1,,,,,203342313.1,,,,,,,,,203342313.1,,,,
79796587.93,79796587.93,,,,,,,,,,,,,79796587.93,,79796587.93,,,,
,,,4237282.23,,4237282.23,,,,,,,,,,,,,,,
,,,,,,,,18503634.83,,,18503634.83,,,,,,,,,
,138531347.6,,,,,138531347.6,,,,,,,,,,,,138531347.6,,138531347.6
,,,22673627.3,,,22673627.3,22673627.3,22673627.3,,,,,,,22673627.3,,,,,
,,99709173.34,99709173.34,,,,99709173.34,99709173.34,,,,,99709173.34,,99709173.34,,,,,
,,,,,,10816989.1,,,,,10816989.1,,,,,10816989.1,,10816989.1,,
,48257936.51,,,,,48257936.51,48257936.51,,,,,,,,,,,,,
,,,23798434.44,,,,,,,,,,,,23798434.44,,,,,
,24463631.55,,24463631.55,,,,,,,,,,,24463631.55,,,,,,
,,,36541466.35,,,36541466.35,,,,36541466.35,,36541466.35,,,,,,,,
,,,,40915514.02,,40915514.02,,,,,,,,40915514.02,,,,40915514.02,,
,,,5641701.031,,,5641701.031,,,,,,5641701.031,,,,,,,,
,,,18009233.85,,,,,,,,,18009233.85,,,18009233.85,,,,,
,,,,108580357.1,,108580357.1,,,,,,,,,,,,108580357.1,,
,,,39538783.09,,,,,,,,,,,,39538783.09,,,,,
95236746.99,,,95236746.99,,,,,,,,,,,,,95236746.99,,,,
188733468.3,,,188733468.3,,,,,,,,,,,,,,,188733468.3,,
,,,,31003186.74,,31003186.74,,,,,,,,,,,,31003186.74,,
,,,87978682.36,,,87978682.36,87978682.36,,,,,87978682.36,87978682.36,,87978682.36,,,,,
16054125.41,,,,,,,,,,,,,,,,16054125.41,,,,
133400556.9,133400556.9,,133400556.9,,,,,,,,,,,,,133400556.9,,,,
40534977.71,,,40534977.71,,,,,,,,,,,,,,,,,
,85026102.36,,,,,85026102.36,,,,,,,,,,,,,85026102.36,
,,,41046325.2,41046325.2,,,,,,,,,,,,,,,,
,,,,,,,,,,,5296833.486,,,,,,,,,
,,,,,,,,,,,12200538.78,,,12200538.78,,,,,,
,,,39944890.51,,,39944890.51,,39944890.51,,,,,,,39944890.51,,,,,
,,45064584.44,45064584.44,,,,45064584.44,45064584.44,,,,,,,,,,,,
,,,,,,66779167.02,,,,,,,,,,,66779167.02,,66779167.02,
,,,,,,66779167.02,,,,,,,,,,,66779167.02,,66779167.02,
22604089.22,,,22604089.22,,,22604089.22,,,,,,22604089.22,,,,,,,,
,,,,39538783.09,,39538783.09,,,,,,,,,,,,39538783.09,,
,,,69342836.78,,,69342836.78,,,,,,,,,69342836.78,,,,,
,,,,,,,,,,,4965534.769,,,,,,,,,
,,,74366800.09,,,74366800.09,,,,,,,,,74366800.09,,,,,
,,,,54290178.57,,54290178.57,,,,,,,,54290178.57,,,,54290178.57,,
,,,15187140.33,,,15187140.33,,,,,,15187140.33,,,,,,,,
,,,35958013.01,,,,,,,,,,,,,,,,,
,,,,15153894.08,,15153894.08,,,,,,,,,,,,15153894.08,,
,,,33890385.51,,,,,,,,,,,,33890385.51,,,,,
,,,,,,,,,,,5977757.296,,,,,,,,,
39664057.4,,,,,,,,,,,,,,,,,,,,
42079584.78,,,,,,42079584.78,,,,42079584.78,,,,,42079584.78,,,,,42079584.78
,,,,,,,,,,,,,,89230487.02,,,,89230487.02,,
,,,,,,5288540.987,,,,,,,,,,,,,,
54528354.84,54528354.84,,,,,,,,,,,,,,,54528354.84,,54528354.84,,
,,,23358463.39,,,23358463.39,,,,,,,,,23358463.39,,23358463.39,,,
,,,,,,,,20880837.91,,,20880837.91,,,,,,,,,
,,,111538108.8,,,,,,,,,,,,111538108.8,,,,,
27815513.98,27815513.98,,,,,,,,,,,,,,,27815513.98,,27815513.98,,
,,,,,,71430249.63,,,,71430249.63,,,,,,,,71430249.63,,
,,,,,,57422304.26,,,,,,,,,,,,57422304.26,,
,140945655.9,140945655.9,140945655.9,,,,140945655.9,140945655.9,,,,,,,,,,,,
,,,11365420.56,,,11365420.56,,,,,,,,,,,,,,
,,,16730716.32,,,,16730716.32,,,,,,,,,,,,,
,,,,,,,,29326227.45,,,29326227.45,,,,,,,,,
,,,54290178.57,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1059366.697,,,,,,,,,
,,,26484167.43,,,,26484167.43,,,,,,,,,,,,,
,195982839,195982839,195982839,,,,195982839,195982839,,,,,,,,,,,,
,,,,,,16422687.37,,,,,,16422687.37,,,16422687.37,,,,,
,,,23798434.44,23798434.44,,23798434.44,,,,,,,,,,,,,,
,,,,,,12712400.37,,,,,,,,,,12712400.37,,12712400.37,,
,,,68020881.89,,,,,,,,,,,,,,,,,
,,,,,,11782283.74,,,,,,11782283.74,,,11782283.74,,,,,
,,,,,,28954761.9,,,,,,,,,,,28954761.9,,,
,,,17748712.23,,,17748712.23,,,,,,,,,,,,,,
,,,25761619.94,25761619.94,,,,,,,,,,,,,,,,
,,,72033797.91,,,,,,,,,,,,,,,,,
,,,6849513.569,,,6849513.569,,,,,,,,,6849513.569,,,,,
,,,83523351.65,,,,,,,,,,,,,,,,,
,,,34010440.94,,,34010440.94,34010440.94,,,,,34010440.94,,,34010440.94,,,,,
,,,8923048.702,,,,,,,,,,,,8923048.702,,,,,
,,,98881084.13,,,,98881084.13,98881084.13,,,,,,,,,,,,
69342836.78,69342836.78,,,,,69342836.78,,,,,,,,,69342836.78,,,,69342836.78,
,,,,,,11823194.44,,,,,,,,,,,,,,
,,,,,,23661955.97,,,,,23661955.97,,,23661955.97,,,,23661955.97,,
,,,515023.8221,,,,,,,,,,,,,,,,,
,52787209.41,,52787209.41,,,52787209.41,,,,,,,,,,,,,,
90374361.36,90374361.36,,90374361.36,,,,,,,,,,,,,,,,,
,,,,,,12453661.03,,,,,12453661.03,,,12453661.03,,,,12453661.03,,
,,,,,,55857611.55,,,,,,,,,55857611.55,,,,,
,,,,,,41761675.82,,,,,,,,,,,41761675.82,,,
,,,,,,24617408.91,24617408.91,,,,,,,,24617408.91,,,,,
,,,,,,36507338.23,,,,,,,,,,,,,,
,,,,,,15200616.64,,,,,15200616.64,,,15200616.64,,15200616.64,,15200616.64,,
,,,43079891.86,,,,,,,,,,,,43079891.86,,,,,
,,,,29326227.45,,29326227.45,,,,,,,,,,,,29326227.45,,
,,,,,,,,,,,4213628.489,,,,,,,,,
,,,,,,,,,,,4213628.489,,,,,,,,,
,97313950.39,97313950.39,97313950.39,,,,97313950.39,,,,,,97313950.39,,,,,,,
,,,38606349.21,,,,38606349.21,,,,,,,,,,38606349.21,,,
,,,65790701.61,,,65790701.61,,65790701.61,,,,,,,,,,,,
,,,79328114.81,,,,79328114.81,,,,,,,,,,,,,
,,,47877952.76,,,47877952.76,47877952.76,,,,,,,,,,,,,
,184037879.5,184037879.5,,,,,184037879.5,184037879.5,,,,,,,,,,,,
,,,,,,,,1673071.632,,,1673071.632,,,1673071.632,,,,1673071.632,,
,283420341.2,,,,,,283420341.2,283420341.2,,,,,,283420341.2,,,,,,
,,,96566966.65,,,,,,,,,,,,96566966.65,,,,,
,26754880.21,,26754880.21,,,,,,,,26754880.21,,,,,26754880.21,,,,
,,,105770819.7,,,105770819.7,,,,,,,,,105770819.7,,,,,
,,,,,,42374667.89,,,,42374667.89,,,,,,,,42374667.89,,
,,,54077501.32,,,,,,,,,,,,54077501.32,,,,,
169516347,169516347,169516347,169516347,,,169516347,169516347,,,,,,,,,169516347,,,,
,,,59496086.11,,,,,,,,,,,,,,,,,
,,,38795828.22,,,38795828.22,,,,,,,,,38795828.22,,,,,
,19614516.13,,19614516.13,,,,,,,,,19614516.13,,,,19614516.13,,,,
,,,,,,49234817.81,,,,,,,,,49234817.81,,,,49234817.81,49234817.81
,,,,,,,,2951699.029,,,2951699.029,,,,,,,,,
,,,,,,,,2951699.029,,,2951699.029,,,,,,,,,
197739837.4,197739837.4,,,,,197739837.4,,,,,,,,,,,,197739837.4,,
,,,,58396158.46,,58396158.46,,,,,,,,,,,,58396158.46,,
,,,23176072,,,23176072,,,,,,,,,,,,,,
79328114.81,,,,79328114.81,,,,,,,,,,,,,,79328114.81,,
,,,46274733.64,,,,,,,,,46274733.64,,,,,,,,
,,,45347254.59,,,45347254.59,,,,,,,,,45347254.59,,,,,
,,,74607361.96,,,74607361.96,,,,,,,,,,,,,,
84584383.2,,,,,,84584383.2,,,,,,,,,,,,84584383.2,84584383.2,
,,,,,,45347254.59,,,,,,,,,45347254.59,,,,,
,,,,,,27884527.19,,,,,,,,,27884527.19,,,,27884527.19,
12712400.37,12712400.37,,,,,12712400.37,,,,,,,,,,,,12712400.37,12712400.37,
,,,,41269100.25,,41269100.25,,,,,,,,,,,,41269100.25,,
,,,,,,,,,,,5130790.651,,,,,,,5130790.651,,
,,,,32115316.9,,32115316.9,,,,,,,,,,,,,,
,,,,8369137.11,,8369137.11,,,,,,,,,,,,8369137.11,,
,,,,8369137.11,,8369137.11,,,,,,,,,,,,8369137.11,,
28241987.92,28241987.92,,,,,,,,,,28241987.92,,,,,28241987.92,,,,
,47324327.33,,47324327.33,,,,47324327.33,,,,,,,,,,47324327.33,,,
,,,35707058.16,,,35707058.16,,,,,,,,,35707058.16,,,,,
,,,,,,,,,,,11730490.98,,,11730490.98,,,,,,
,26442704.94,,26442704.94,,,26442704.94,26442704.94,,,,,,,26442704.94,,,,,,
,,,9651587.302,,,9651587.302,,,,,,,,,,,,,,
,,,65920722.76,,,,,,,,,,,,65920722.76,,,,,
,39851715.31,,39851715.31,,,,39851715.31,,,,,,,,39851715.31,,,,,
,81094958.66,81094958.66,81094958.66,,,,81094958.66,81094958.66,,,,81094958.66,,,,,,,,
,,,,,,,,4972899.628,,,4972899.628,,,,,,,,,
184926924.1,184926924.1,,,,,,184926924.1,184926924.1,,,,,,,184926924.1,,,,,
,,,,,,,,,,,40534977.71,,,40534977.71,,,,40534977.71,,
,,,,,,44615243.51,,,,,,,,,,,,,,
,179057668.7,179057668.7,179057668.7,,,,179057668.7,179057668.7,,,,,,,,,,,,
,,,,64901934.62,,64901934.62,,,,,,,,,,,,64901934.62,,
50835578.26,50835578.26,,,,,,50835578.26,50835578.26,,,,,,,,50835578.26,,,,
,,,,,,,,,,,3132125.687,,,,,3132125.687,,3132125.687,,
,,,5303862.928,,,5303862.928,,,,,,5303862.928,,,,,,,,
,,,5303862.928,,,5303862.928,,,,,,5303862.928,,,,,,,,
9246346.203,,,,,,,,,,,9246346.203,,,,,9246346.203,,9246346.203,,
,,,,14477380.95,,14477380.95,,,,,,14477380.95,,,14477380.95,,,,,
51380698.24,51380698.24,,51380698.24,,,,51380698.24,,,,,,,,,51380698.24,,,,
52928704.66,52928704.66,,,,,,,,,,,,,,,,,52928704.66,,
,,,,,14056459.5,,,,,,,14056459.5,,,,,,,,
,,,57999816.56,,,,,,,,,,,,57999816.56,,,,,
26727472.53,,,,26727472.53,,26727472.53,,,,,,,,,,,,26727472.53,,26727472.53
,,,72717438.57,,,,,,,,,,,,72717438.57,,,,,
,,,,,,35310685.25,,,,,,,,,35310685.25,,,,,
,42372822.3,42372822.3,42372822.3,,,,42372822.3,,,,,,,,42372822.3,,,,,
,,,,,,48383473.6,,,,,48383473.6,,,,,48383473.6,,48383473.6,,
,,175957364.7,175957364.7,,,,175957364.7,175957364.7,,,,,,,,,,,,
,,,,,,,,,,,2006765.677,,,,,2006765.677,,,,
,93402457.76,93402457.76,93402457.76,,,,93402457.76,,,,,,,,,93402457.76,,,,
,,,20547436.01,,,,,,,,,,,,,,,,,
78010691.38,,,,,,,,,,,,,,,,,,78010691.38,,
,18361556.33,,18361556.33,,,,18361556.33,,,,,,,,,,,,,
,,,,,,32840367.61,,,,,,,,,,,,32840367.61,,
,,,,,,105936669.7,,,,,,,,,,,,,,105936669.7
,,,,,,28342034.12,,,,,,,,,28342034.12,,,,,
57440620.78,57440620.78,,,,,,,,,,,,,57440620.78,,57440620.78,,57440620.78,,
,,,48276935.7,48276935.7,,,,,,,,,,,,,,48276935.7,,
135158264.4,135158264.4,,,135158264.4,,,,,,,,,,135158264.4,,,,135158264.4,,
,,,31731245.92,,,,,,,,,,,,,,,,,
,,,71555994.98,,,,,,,,,,,,,,71555994.98,,,
,,90046169.26,90046169.26,,,,90046169.26,90046169.26,,,,,,,,,,,,
,,,17465320.6,,,,,,,,,,,,,,,,,
84725963.77,,,,84725963.77,,,,84725963.77,,,,,,,,,,84725963.77,,
,,,13418060.39,,,,,,,,,,,,,,,,,
100482278.8,,,,100482278.8,,,,,,,,,,,,,,100482278.8,,
,87326603.02,,,,,,,,,,,,,87326603.02,,87326603.02,,,,
,,,,,,,,37218056.62,,,,,,,37218056.62,,,,,
128421475,128421475,,128421475,,,,,,,,,,,,,128421475,,,,
128421475,128421475,,128421475,,,,,,,,,,,,,128421475,,,,
,,,21625322.31,,,21625322.31,,,,,,,,,,,,,,
30501346.96,,,30501346.96,30501346.96,,,,,,,,,,,,,,,,
189297309.3,189297309.3,,189297309.3,,,,189297309.3,189297309.3,,,,,,189297309.3,,189297309.3,,,,
,,,,102193277.3,,,,,,,,,,102193277.3,,,,102193277.3,,
91944407.38,,,,,,91944407.38,,,,,,,,,,,,91944407.38,,
38470650.26,38470650.26,,,,,,,,,,,,,,,38470650.26,,,,
,,,,,,24907322.07,,,,,24907322.07,,,,,,,24907322.07,,
186804915.5,186804915.5,,,,,,,,,,,,,,,,,,,
234909426.5,234909426.5,,,,,,,234909426.5,,,,,,,,234909426.5,,,,
39664057.4,,,,,,,,,,,39664057.4,,,,,,,39664057.4,,
,,,7238690.476,,,7238690.476,,,,,,,,,7238690.476,,,,,
,,,,,,28476170.8,,,,,,28476170.8,,,28476170.8,,,,,
,,,,,,,,,,,56497096.4,,,56497096.4,,,,,,
,,,,,,,,,,,1545071.466,,,1545071.466,,,,1545071.466,,
156783586.7,156783586.7,,,,,,,,,,,,,,,,,156783586.7,,
10133744.43,,,,,,,,,,,10133744.43,,,,,10133744.43,,10133744.43,,
,,,,,,77253573.32,,,,,,,,77253573.32,77253573.32,,,77253573.32,,
41200451.72,41200451.72,41200451.72,41200451.72,,,,41200451.72,,,,,,,,,41200451.72,,,,
,100639836.2,100639836.2,100639836.2,,,,100639836.2,,,,,,,,,,,,,
34930641.21,,,,,,,,,,,,,,34930641.21,,34930641.21,,34930641.21,,
,186804915.5,,186804915.5,,,,186804915.5,186804915.5,,,,,,,,,,,,
,,,,,,23460981.96,,,,,,,,23460981.96,,,,23460981.96,,
,,,,,,23460981.96,,,,,,,,23460981.96,,,,23460981.96,,
,,,17335709.19,,,17335709.19,17335709.19,,,,,,,,,,17335709.19,,,
,,,24818367.35,,,,,,,,,,,,24818367.35,,,,,
69740501.79,,,69740501.79,,,69740501.79,69740501.79,,,,,,,,,,,69740501.79,,
,,,51502382.21,,,,51502382.21,,,,,,,,51502382.21,,,,,
,,,19151181.1,,,,,,,,,,,,19151181.1,,,,,
,38626786.66,38626786.66,38626786.66,,,,38626786.66,38626786.66,,,,,,,,,,,,
,208808379.1,208808379.1,208808379.1,,,,208808379.1,208808379.1,,,,,,,,,,,,
,,,,,,,,,,,4213628.489,,,,,,,4213628.489,,
,,,33409340.66,,,,,33409340.66,,,,,,,,,,,,
,,,19069280.11,19069280.11,,,,,,,,,,,,,,,,
69757170.17,69757170.17,,,,,69757170.17,,,,,,,,,,69757170.17,,69757170.17,,
,25699492.81,25699492.81,,,,,25699492.81,,,,,,,,,,,,,
,,,,,,,,69342836.78,,,69342836.78,,,,69342836.78,,,,,
,,,66106762.34,,,,,,,,,,,,66106762.34,,,,,
,,,,,,98469635.63,,98469635.63,,,98469635.63,,,,,,,,,
15215880.65,,,,,,,,,,,,,,,,15215880.65,,,,
30322703.41,,,30322703.41,30322703.41,,30322703.41,,,,,,,,,,,,30322703.41,,
,,,22033867.6,,,,,,,,,,,,,,,,,
,,,33476548.44,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,19186043.69,19186043.69,,,19186043.69,,
,,,,,,27042472.76,27042472.76,,,,,,,,,,27042472.76,,,
,153608171.1,153608171.1,153608171.1,,,,153608171.1,,,,,,,,,,,,,
,,,96989570.55,,,96989570.55,,,,,,,,,96989570.55,,,,,
,,,21575967.74,,,,,,,,,,,,,,21575967.74,,,
83346417.45,83346417.45,,83346417.45,,,,83346417.45,,,,,,,,83346417.45,,,,,
,,,,,,27884527.19,,,,,,,,,,,27884527.19,,,
,19941834.67,,,,,19941834.67,19941834.67,19941834.67,,,,,,,,,,,,
,15450714.66,,15450714.66,,,15450714.66,,,,,,,,,15450714.66,,,,,
,,,,,,35915534.55,,,,,,,,,,,35915534.55,,,
,,,35915534.55,,,,,,,,,,,,35915534.55,,,,,
50668722.14,,,50668722.14,50668722.14,,,,,,,,,,,,,,,,
,,,,73852226.72,,73852226.72,,,,,,,,73852226.72,,,,73852226.72,,
,,,29464977.97,,,29464977.97,29464977.97,,,,,,,,29464977.97,,,,,
,,,,37267580.65,,37267580.65,,,,,,,,37267580.65,,,,37267580.65,,
92564041.99,92564041.99,,,,,,,,,,,,,,,,,92564041.99,,
,,,14599039.62,,,,,,,,,,,,14599039.62,,,,,
,,,,,,,,,,,,,,,,,,,,15596821.56
,,,,,,141242741,,141242741,,,141242741,,,141242741,,,,141242741,,
,,,,8227888.476,,8227888.476,,,,,,,,,8227888.476,,,,,
,,,,,,42136284.89,,,,42136284.89,,42136284.89,,,,,,,,
,,,,62501468.43,,,,,,,,,,,,,,62501468.43,,
,,,7385222.672,,,7385222.672,,,,,,,,,7385222.672,,,,,
,18601912.05,18601912.05,18601912.05,18601912.05,,,,,,,,,,,,,,,,
,,,,,,14383205.2,,,,,,,,,,,,14383205.2,14383205.2,
160944944.4,160944944.4,,,,,,,,,,,,,,,160944944.4,,160944944.4,,
,,,,,3761134.021,,,,,3761134.021,,3761134.021,,,,,,,,
,,,,,,,,,,,6677916.702,,,6677916.702,,,,,,
,,,,,,53572687.22,,,,,,,,,53572687.22,,,,,
,,,,,,41854302.1,,,,,,,,,41854302.1,,,,41854302.1,
,51368590.01,,51368590.01,,,51368590.01,,51368590.01,,,,,51368590.01,,,,,,,
,,,6760618.19,,6760618.19,,,,,,,,,,,,,,,
53572687.22,53572687.22,,,,,,,,,,,,,,,53572687.22,,53572687.22,,
79695873.79,,,79695873.79,79695873.79,,,,,,,,79695873.79,,,,,,,,
,,,79796587.93,,,,79796587.93,79796587.93,,,,,,,,,,,,
192268774.7,,,,,,192268774.7,,,,192268774.7,,,,,192268774.7,,,,192268774.7,
,,,62735317.46,,,62735317.46,,,,,,,,,62735317.46,,,,,
,,,25807080.16,,,,25807080.16,,,,,,,,,,25807080.16,,,
,,,,,,,,,,,10081658.03,,,,,,,10081658.03,,
,,,84451388.89,,,84451388.89,,84451388.89,,,,,,,84451388.89,,,,,
253343610.7,253343610.7,,,,,,,,,,,,,,,253343610.7,,,,
,,,,,,12328461.6,,,,,,,,,,,,,,
,184037879.5,184037879.5,184037879.5,,,,184037879.5,184037879.5,,,,,,,,,,,,
,,,63462491.85,,,,,,,,,,,,,,,,,
,,,,,,,,5220209.478,,,5220209.478,,,,,,,5220209.478,,
,,,91807781.65,,,,,,,,,,,,91807781.65,91807781.65,,,,
,,,14124274.1,,,,,,,,,,,,,,14124274.1,,,
149443932.4,,,149443932.4,149443932.4,,,,,,,,,,,149443932.4,,,149443932.4,,
81127418.28,,,,,,,,,,,,,,81127418.28,,,,81127418.28,,
,,,,,,,,,,,,,,54063305.77,,54063305.77,,54063305.77,,
28726771.65,28726771.65,,,,,,,28726771.65,,,,,,,,28726771.65,,28726771.65,,
,,,,,,,,,,,25761619.94,,,25761619.94,,,,25761619.94,,
,22593590.34,,22593590.34,,,22593590.34,22593590.34,,,,,,,,22593590.34,,,,,
,,,12712400.37,,,,,,,,,,,,12712400.37,,,,,
,,,,,,,,,,,12064484.13,,,12064484.13,,,,,,
,,,16225483.66,,,16225483.66,,,,,,,,,,,,,,
,,,,,,30624416.06,,,,,,,,,,,30624416.06,,,
,,,,,,17435125.45,,,,,,,,,17435125.45,,,,,
,,,,33053381.17,,33053381.17,,,,,,,,33053381.17,,,,33053381.17,,
9634595.07,,,,,,,,9634595.07,,,9634595.07,,,,,,,9634595.07,,
,,,,,,43762768.17,,,,,,,,,,,,,,
,,,21625322.31,,,,,,,,,,,,,,,,,
